ticket_id,triaged_at,it_member_id,assigned_category,assigned_priority,priority_reason,classification_confidence,needs_specialist_review_flag,intake_summary,classification_evidence,recommended_specialist_group,target_first_response_at,target_resolution_at
TKT-00075,2026-03-30T20:53:19,IT-001,other,medium,tier=premium; urgency=medium; category=other,0.86,false,Priya Okafor at Tessera Manufacturing reports general question about software list in Customer Portal; impact: Productivity blocker for one user.,subject='General question about software list'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-03-31T02:45:00,2026-04-01T18:45:00
TKT-00076,2026-03-14T17:56:16,IT-008,password_reset,medium,tier=standard; urgency=high; category=password_reset,0.87,false,Noor Xu at Pacific Bioworks reports password reset link expired in CRM; impact: Customer demo delayed.,subject='Password reset link expired'; system='CRM'; symptom='Reset workflow for CRM does not complete for the affected account.',identity_security,2026-03-15T01:30:00,2026-03-16T17:30:00
TKT-00077,2026-03-04T17:56:25,IT-004,network_connectivity,urgent,tier=premium; urgency=critical; category=network_connectivity,0.78,true,Kai Vega at Quartz Bioworks reports vpn disconnects every few minutes in VPN; impact: Remote engineer cannot stay connected to internal tools.,subject='VPN disconnects every few minutes'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-03-04T18:15:00,2026-03-05T01:15:00
TKT-00078,2026-02-05T00:16:08,IT-003,password_reset,medium,tier=premium; urgency=medium; category=password_reset,0.88,false,Yuki Rao at Quartz Bioworks reports need password reset in Identity Provider; impact: One user blocked from logging in.,subject='Need password reset'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-02-05T03:23:00,2026-02-06T19:23:00
TKT-00079,2026-03-21T07:53:42,IT-001,email_calendar,medium,tier=standard; urgency=medium; category=email_calendar,0.78,false,Noor Ivanov at Quartz Logistics reports out of office not sending in Email; impact: Stakeholders unaware of leave.,subject='Out of office not sending'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-21T11:06:00,2026-03-23T03:06:00
TKT-00080,2026-03-13T06:10:11,IT-004,login_access,low,tier=standard; urgency=low; category=login_access,0.97,false,Uma Mancini at Meridian Studios reports cannot log into customer portal in Identity Provider; impact: One user blocked from logging in.,subject='Cannot log into customer portal'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-03-14T04:18:00,2026-03-16T04:18:00
TKT-00081,2026-03-19T14:33:43,IT-002,password_reset,low,tier=standard; urgency=medium; category=password_reset,0.79,false,Imani Liang at Meridian Marine Solutions reports service account password expired in Customer Portal; impact: Nightly export job failing.,subject='Service account password expired'; system='Customer Portal'; symptom='Reset workflow for Customer Portal does not complete for the affected account.',identity_security,2026-03-20T13:33:00,2026-03-22T13:33:00
TKT-00082,2026-03-17T21:27:35,IT-002,billing_account,urgent,tier=enterprise; urgency=high; category=billing_account,0.89,false,Ravi Singh at Pioneer Foods reports cannot download invoice pdf in Billing System; impact: Customer cannot file expense reports.,subject='Cannot download invoice PDF'; system='Billing System'; symptom='Billing System billing record does not match the customer's expected account state.',billing_finance,2026-03-17T18:06:00,2026-03-18T01:06:00
TKT-00083,2026-03-04T15:00:20,IT-002,data_reporting,medium,tier=standard; urgency=medium; category=data_reporting,0.62,false,Alex Liang at Meridian Studios reports need help with a workflow in Customer Portal; impact: User unable to complete task.,subject='Need help with a workflow'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',data_analytics,2026-03-04T17:06:00,2026-03-06T09:06:00
TKT-00084,2026-01-19T13:14:29,IT-008,hardware_issue,medium,tier=standard; urgency=medium; category=hardware_issue,0.81,false,Yuki Quintero at Northstar Foods reports wireless mouse not working in Customer Portal; impact: Single user partially blocked.,subject='Wireless mouse not working'; system='Customer Portal'; symptom='Device or peripheral behavior remains faulty after a basic restart.',hardware_field,2026-01-19T17:56:00,2026-01-21T09:56:00
TKT-00085,2026-02-26T16:40:13,IT-003,hardware_issue,medium,tier=standard; urgency=medium; category=hardware_issue,0.55,false,Marta Jeong at Pacific Bioworks reports records missing after crm export in Customer Portal; impact: Sales pipeline data inconsistent.,subject='Records missing after CRM export'; system='Customer Portal'; symptom='Customer Portal behavior is repeatable and differs from yesterday's behavior.',hardware_field,2026-02-26T21:37:00,2026-02-28T13:37:00
TKT-00086,2026-02-24T20:07:41,IT-007,network_connectivity,medium,tier=premium; urgency=low; category=network_connectivity,0.9,true,Felix Kapoor at Tessera Manufacturing reports wi-fi drops in conference room in VPN; impact: Customer demos interrupted.,subject='Wi-Fi drops in conference room'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-02-25T01:24:00,2026-02-26T17:24:00
TKT-00087,2026-02-28T15:15:32,IT-005,security_request,medium,tier=standard; urgency=medium; category=security_request,0.93,false,Lin Grover at Polaris Robotics reports need access for new employee in Identity Provider; impact: New hire cannot access required systems.,subject='Need access for new employee'; system='Identity Provider'; symptom='Identity Provider access or security state needs human review before action.',identity_security,2026-02-28T20:12:00,2026-03-02T12:12:00
TKT-00088,2026-03-25T08:00:11,IT-001,login_access,high,tier=premium; urgency=critical; category=login_access,0.97,false,Chen Walsh at Summit Health reports mfa prompt never arrives in Customer Portal; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-03-25T07:16:00,2026-03-26T05:16:00
TKT-00089,2026-03-27T13:56:54,IT-003,software_bug,high,tier=premium; urgency=medium; category=software_bug,0.66,false,Noor Grover at Tessera Manufacturing reports saved filter not loading on dashboard in CRM; impact: Manager dashboard broken before exec review.,subject='Saved filter not loading on dashboard'; system='CRM'; symptom='CRM behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-03-27T11:26:00,2026-03-28T09:26:00
TKT-00090,2026-03-21T05:01:08,IT-005,billing_account,medium,tier=standard; urgency=medium; category=billing_account,0.89,false,Nikhil Bose at Aurora Capital reports wrong billing region applied in Billing System; impact: Finance unable to close the month.,subject='Wrong billing region applied'; system='Billing System'; symptom='Billing System billing record does not match the customer's expected account state.',billing_finance,2026-03-21T08:01:00,2026-03-23T00:01:00
TKT-00091,2026-02-11T14:10:43,IT-005,software_bug,medium,tier=premium; urgency=low; category=software_bug,0.9,true,Dani Xu at Pioneer Bioworks reports saved filter not loading on dashboard in Inventory App; impact: Manager dashboard broken before exec review.,subject='Saved filter not loading on dashboard'; system='Inventory App'; symptom='Inventory App behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-02-11T21:35:00,2026-02-13T13:35:00
TKT-00092,2026-01-21T04:05:32,IT-002,data_reporting,medium,tier=standard; urgency=medium; category=data_reporting,0.92,false,Alex Bose at Meridian Studios reports crm export missing records in Analytics Dashboard; impact: QBR slides cannot be finalized.,"subject='CRM export missing records'; system='Analytics Dashboard'; symptom='Analytics Dashboard data output is stale, incomplete, or unavailable.'",data_analytics,2026-01-21T08:08:00,2026-01-23T00:08:00
TKT-00093,2026-03-25T11:19:57,IT-008,login_access,medium,tier=standard; urgency=high; category=login_access,0.57,false,Zane Grover at Pacific Bioworks reports stuck in sso redirect loop in Identity Provider; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-03-25T17:00:00,2026-03-27T09:00:00
TKT-00094,2026-02-21T15:02:55,IT-004,email_calendar,high,tier=premium; urgency=critical; category=email_calendar,0.77,true,Bea Vega at Cypress Health reports out of office not sending in Email; impact: Stakeholders unaware of leave.,subject='Out of office not sending'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-02-21T14:35:00,2026-02-22T12:35:00
TKT-00095,2026-02-20T17:14:02,IT-001,software_bug,medium,tier=premium; urgency=medium; category=software_bug,0.96,false,Bea Underwood at Cypress Analytics reports saved filter not loading on dashboard in Analytics Dashboard; impact: Manager dashboard broken before exec review.,subject='Saved filter not loading on dashboard'; system='Analytics Dashboard'; symptom='Analytics Dashboard behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-02-20T20:40:00,2026-02-22T12:40:00
TKT-00096,2026-03-19T06:28:01,IT-001,network_connectivity,medium,tier=standard; urgency=medium; category=network_connectivity,0.51,false,Jorge Liang at Quartz Logistics reports wrong billing region applied in Customer Portal; impact: Finance unable to close the month.,subject='Wrong billing region applied'; system='Customer Portal'; symptom='Customer Portal billing record does not match the customer's expected account state.',network_infra,2026-03-19T09:37:00,2026-03-21T01:37:00
TKT-00097,2026-01-19T01:19:17,IT-006,password_reset,medium,tier=standard; urgency=high; category=password_reset,0.8,false,Alex Kapoor at Polaris Robotics reports need password reset in Customer Portal; impact: One user blocked from logging in.,subject='Need password reset'; system='Customer Portal'; symptom='Reset workflow for Customer Portal does not complete for the affected account.',identity_security,2026-01-19T07:49:00,2026-01-20T23:49:00
TKT-00098,2026-02-25T20:11:32,IT-003,other,medium,tier=standard; urgency=medium; category=other,0.97,false,Erin Jeong at Pacific Bioworks reports need help with a workflow in Customer Portal; impact: User unable to complete task.,subject='Need help with a workflow'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-02-26T01:23:00,2026-02-27T17:23:00
TKT-00099,2026-01-23T17:54:36,IT-008,data_reporting,low,tier=standard; urgency=low; category=data_reporting,0.97,false,Alex Patel at Aurora Capital reports analytics dashboard not loading in Inventory App; impact: Customer demo delayed because dashboard is down.,"subject='Analytics dashboard not loading'; system='Inventory App'; symptom='Inventory App data output is stale, incomplete, or unavailable.'",data_analytics,2026-01-24T14:26:00,2026-01-26T14:26:00
TKT-00100,2026-02-23T10:31:33,IT-006,login_access,medium,tier=premium; urgency=medium; category=login_access,0.93,false,Alex Patel at Cypress Analytics reports mfa prompt never arrives in Identity Provider; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-02-23T15:26:00,2026-02-25T07:26:00
TKT-00101,2026-03-07T20:35:02,IT-002,email_calendar,high,tier=premium; urgency=high; category=email_calendar,0.65,false,Grace Rao at Cypress Health reports email calendar sync issue in Email; impact: User missed customer meeting.,subject='Email calendar sync issue'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-07T21:30:00,2026-03-08T19:30:00
TKT-00102,2026-02-01T07:21:28,IT-005,billing_account,medium,tier=standard; urgency=high; category=billing_account,0.91,false,Dani Jeong at Northstar Foods reports invoice total looks wrong in Billing System; impact: Finance team holding payment until corrected.,subject='Invoice total looks wrong'; system='Billing System'; symptom='Billing System billing record does not match the customer's expected account state.',billing_finance,2026-02-01T14:34:00,2026-02-03T06:34:00
TKT-00103,2026-02-02T14:36:05,IT-005,network_connectivity,urgent,tier=enterprise; urgency=high; category=network_connectivity,0.61,true,Noor Fontaine at Pioneer Foods reports vpn disconnects every few minutes in VPN; impact: Remote engineer cannot stay connected to internal tools.,subject='VPN disconnects every few minutes'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-02-02T11:54:00,2026-02-02T18:54:00
TKT-00104,2026-02-12T15:05:04,IT-001,data_reporting,medium,tier=standard; urgency=medium; category=data_reporting,0.84,true,Jorge Rao at Helios Health reports stale numbers in finance dashboard in CRM; impact: Monthly close delayed by export issue.,"subject='Stale numbers in finance dashboard'; system='CRM'; symptom='CRM data output is stale, incomplete, or unavailable.'",data_analytics,2026-02-12T20:46:00,2026-02-14T12:46:00
TKT-00105,2026-03-26T09:00:18,IT-005,security_request,medium,tier=standard; urgency=medium; category=security_request,0.82,false,Jorge Eskola at Quartz Logistics reports vendor needs limited portal access in Identity Provider; impact: Audit blocked without access.,subject='Vendor needs limited portal access'; system='Identity Provider'; symptom='Identity Provider access or security state needs human review before action.',identity_security,2026-03-26T13:13:00,2026-03-28T05:13:00
TKT-00106,2026-02-26T04:33:49,IT-004,billing_account,low,tier=standard; urgency=low; category=billing_account,0.96,false,Grace Nair at Quartz Logistics reports wrong billing region applied in Customer Portal; impact: Finance unable to close the month.,subject='Wrong billing region applied'; system='Customer Portal'; symptom='Customer Portal billing record does not match the customer's expected account state.',billing_finance,2026-02-27T01:10:00,2026-03-01T01:10:00
TKT-00107,2026-03-30T05:04:49,IT-004,login_access,high,tier=premium; urgency=critical; category=login_access,0.87,false,Quinn Holm at Summit Health reports mfa prompt never arrives in Customer Portal; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-03-30T04:36:00,2026-03-31T02:36:00
TKT-00108,2026-03-23T13:22:23,IT-003,email_calendar,medium,tier=premium; urgency=medium; category=email_calendar,0.78,false,Jorge Fontaine at Quartz Bioworks reports shared mailbox missing in Email; impact: Support intake delayed.,subject='Shared mailbox missing'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-23T18:54:00,2026-03-25T10:54:00
TKT-00109,2026-01-25T22:52:37,IT-006,login_access,medium,tier=premium; urgency=low; category=login_access,0.85,false,Grace Nair at Cypress Health reports account locked after travel in CRM; impact: Field rep blocked from CRM during customer visit.,subject='Account locked after travel'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-01-26T05:28:00,2026-01-27T21:28:00
TKT-00110,2026-01-19T18:52:48,IT-002,data_reporting,medium,tier=standard; urgency=medium; category=data_reporting,0.92,true,Wren Devine at Helios Health reports crm export missing records in CRM; impact: QBR slides cannot be finalized.,"subject='CRM export missing records'; system='CRM'; symptom='CRM data output is stale, incomplete, or unavailable.'",data_analytics,2026-01-20T02:12:00,2026-01-21T18:12:00
TKT-00111,2026-01-18T04:34:00,IT-008,login_access,medium,tier=premium; urgency=low; category=login_access,0.9,false,Grace Quintero at Quartz Bioworks reports cannot log into customer portal in CRM; impact: One user blocked from logging in.,subject='Cannot log into customer portal'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-01-18T08:14:00,2026-01-20T00:14:00
TKT-00112,2026-03-30T06:51:12,IT-008,other,medium,tier=standard; urgency=high; category=other,0.86,true,Grace Adler at Meridian Studios reports need help with a workflow in Customer Portal; impact: User unable to complete task.,subject='Need help with a workflow'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-03-30T13:40:00,2026-04-01T05:40:00
TKT-00113,2026-02-25T07:50:13,IT-003,security_request,medium,tier=standard; urgency=low; category=security_request,0.78,true,Tomo Mancini at Northstar Foods reports need access for new employee in Identity Provider; impact: New hire cannot access required systems.,subject='Need access for new employee'; system='Identity Provider'; symptom='Identity Provider access or security state needs human review before action.',identity_security,2026-02-25T14:10:00,2026-02-27T06:10:00
TKT-00114,2026-01-23T07:22:36,IT-003,network_connectivity,high,tier=premium; urgency=medium; category=network_connectivity,0.9,false,Grace Chen at Cypress Analytics reports wi-fi drops in conference room in VPN; impact: Customer demos interrupted.,subject='Wi-Fi drops in conference room'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-01-23T05:57:00,2026-01-24T03:57:00
TKT-00115,2026-02-09T05:12:36,IT-008,security_request,urgent,tier=premium; urgency=critical; category=security_request,0.9,false,Erin Okafor at Cypress Analytics reports need access for new employee in Identity Provider; impact: New hire cannot access required systems.,subject='Need access for new employee'; system='Identity Provider'; symptom='Identity Provider access or security state needs human review before action.',identity_security,2026-02-09T04:42:00,2026-02-09T11:42:00
TKT-00116,2026-03-16T23:08:57,IT-008,software_bug,medium,tier=standard; urgency=medium; category=software_bug,0.61,false,Wren Singh at Quartz Logistics reports printer offline error in Customer Portal; impact: Team cannot print client deliverables.,subject='Printer offline error'; system='Customer Portal'; symptom='Device or peripheral behavior remains faulty after a basic restart.',application_engineering,2026-03-17T02:10:00,2026-03-18T18:10:00
TKT-00117,2026-01-31T23:28:46,IT-004,login_access,low,tier=standard; urgency=low; category=login_access,0.64,false,Maya Rao at Ironhill Capital reports account locked after travel in Identity Provider; impact: Field rep blocked from CRM during customer visit.,subject='Account locked after travel'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-02-01T19:25:00,2026-02-03T19:25:00
TKT-00118,2026-02-21T03:36:56,IT-008,data_reporting,medium,tier=standard; urgency=high; category=data_reporting,0.84,false,Theo Bose at Meridian Studios reports stale numbers in finance dashboard in Analytics Dashboard; impact: Monthly close delayed by export issue.,"subject='Stale numbers in finance dashboard'; system='Analytics Dashboard'; symptom='Analytics Dashboard data output is stale, incomplete, or unavailable.'",data_analytics,2026-02-21T09:18:00,2026-02-23T01:18:00
TKT-00119,2026-03-05T19:31:23,IT-002,email_calendar,medium,tier=standard; urgency=medium; category=email_calendar,0.96,false,Alex Bose at Pacific Bioworks reports shared mailbox missing in Email; impact: Support intake delayed.,subject='Shared mailbox missing'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-06T02:44:00,2026-03-07T18:44:00
TKT-00120,2026-03-10T04:24:18,IT-005,email_calendar,low,tier=standard; urgency=low; category=email_calendar,0.91,false,Alex Yamada at Polaris Robotics reports shared mailbox missing in Email; impact: Support intake delayed.,subject='Shared mailbox missing'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-11T01:44:00,2026-03-13T01:44:00
TKT-00121,2026-01-18T03:19:49,IT-001,network_connectivity,high,tier=premium; urgency=high; category=network_connectivity,0.91,false,Imani Underwood at Quartz Bioworks reports wi-fi drops in conference room in VPN; impact: Customer demos interrupted.,subject='Wi-Fi drops in conference room'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-01-17T23:57:00,2026-01-18T21:57:00
TKT-00122,2026-02-09T22:01:11,IT-007,login_access,high,tier=premium; urgency=critical; category=login_access,0.91,false,Grace Yamada at Cypress Analytics reports cannot log into customer portal in Customer Portal; impact: One user blocked from logging in.,subject='Cannot log into customer portal'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-02-09T19:57:00,2026-02-10T17:57:00
TKT-00123,2026-03-21T04:01:55,IT-004,email_calendar,medium,tier=premium; urgency=medium; category=email_calendar,0.98,false,Tomo Kapoor at Quartz Bioworks reports shared mailbox missing in Email; impact: Support intake delayed.,subject='Shared mailbox missing'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-21T06:34:00,2026-03-22T22:34:00
TKT-00124,2026-03-14T15:21:45,IT-002,network_connectivity,medium,tier=standard; urgency=medium; category=network_connectivity,0.8,false,Olu Singh at Ironhill Capital reports high latency to internal apps in VPN; impact: Whole regional team affected.,subject='High latency to internal apps'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-03-14T21:02:00,2026-03-16T13:02:00
TKT-00125,2026-02-08T19:05:17,IT-005,password_reset,low,tier=premium; urgency=low; category=password_reset,0.93,false,Hassan Bose at Tessera Manufacturing reports need password reset in Identity Provider; impact: One user blocked from logging in.,subject='Need password reset'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-02-09T17:18:00,2026-02-11T17:18:00
TKT-00126,2026-01-29T11:08:48,IT-006,billing_account,medium,tier=standard; urgency=medium; category=billing_account,0.92,false,Vera Kapoor at Meridian Marine Solutions reports wrong billing region applied in Billing System; impact: Finance unable to close the month.,subject='Wrong billing region applied'; system='Billing System'; symptom='Billing System billing record does not match the customer's expected account state.',billing_finance,2026-01-29T16:22:00,2026-01-31T08:22:00
TKT-00127,2026-02-12T06:24:03,IT-002,login_access,low,tier=standard; urgency=low; category=login_access,0.68,false,Erin Mancini at Helios Health reports stuck in sso redirect loop in CRM; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-02-13T04:10:00,2026-02-15T04:10:00
TKT-00128,2026-02-18T10:37:18,IT-001,login_access,medium,tier=standard; urgency=medium; category=login_access,0.83,false,Marta Nair at Aurora Capital reports mfa prompt never arrives in Customer Portal; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-02-18T18:06:00,2026-02-20T10:06:00
TKT-00129,2026-02-05T05:45:03,IT-002,data_reporting,low,tier=standard; urgency=low; category=data_reporting,0.88,false,Quinn Underwood at Meridian Marine Solutions reports analytics dashboard not loading in CRM; impact: Customer demo delayed because dashboard is down.,"subject='Analytics dashboard not loading'; system='CRM'; symptom='CRM data output is stale, incomplete, or unavailable.'",data_analytics,2026-02-06T01:59:00,2026-02-08T01:59:00
TKT-00130,2026-02-19T08:53:03,IT-003,login_access,medium,tier=standard; urgency=high; category=login_access,0.91,false,Ravi Quintero at Helios Health reports cannot log into customer portal in Identity Provider; impact: One user blocked from logging in.,subject='Cannot log into customer portal'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-02-19T16:17:00,2026-02-21T08:17:00
TKT-00131,2026-03-27T12:45:05,IT-001,billing_account,medium,tier=standard; urgency=medium; category=billing_account,0.94,false,Olu Ivanov at Quartz Logistics reports wrong billing region applied in Customer Portal; impact: Finance unable to close the month.,subject='Wrong billing region applied'; system='Customer Portal'; symptom='Customer Portal billing record does not match the customer's expected account state.',billing_finance,2026-03-27T20:14:00,2026-03-29T12:14:00
TKT-00132,2026-03-21T20:47:04,IT-003,login_access,medium,tier=standard; urgency=medium; category=login_access,0.88,false,Kai Bose at Polaris Logistics reports mfa prompt never arrives in Customer Portal; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-03-22T00:28:00,2026-03-23T16:28:00
TKT-00133,2026-01-28T03:44:40,IT-005,password_reset,medium,tier=standard; urgency=medium; category=password_reset,0.97,false,Imani Holm at Quartz Logistics reports service account password expired in CRM; impact: Nightly export job failing.,subject='Service account password expired'; system='CRM'; symptom='Reset workflow for CRM does not complete for the affected account.',identity_security,2026-01-28T10:49:00,2026-01-30T02:49:00
TKT-00134,2026-02-03T07:34:31,IT-008,other,high,tier=enterprise; urgency=medium; category=other,0.79,true,Yuki Chen at Lumen Systems reports general question about software list in Customer Portal; impact: Productivity blocker for one user.,subject='General question about software list'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-02-03T07:45:00,2026-02-04T05:45:00
TKT-00135,2026-03-10T01:47:57,IT-007,network_connectivity,high,tier=premium; urgency=medium; category=network_connectivity,0.81,false,Theo Devine at Cypress Analytics reports high latency to internal apps in Identity Provider; impact: Whole regional team affected.,subject='High latency to internal apps'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-03-10T02:51:00,2026-03-11T00:51:00
TKT-00136,2026-01-24T09:43:20,IT-003,password_reset,medium,tier=enterprise; urgency=low; category=password_reset,0.84,false,Yuki Yamada at Lumen Systems reports need password reset in Identity Provider; impact: One user blocked from logging in.,subject='Need password reset'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-01-24T13:46:00,2026-01-26T05:46:00
TKT-00137,2026-01-25T08:03:36,IT-007,data_reporting,high,tier=standard; urgency=high; category=data_reporting,0.94,true,Ravi Patel at Quartz Logistics reports analytics dashboard not loading in CRM; impact: Customer demo delayed because dashboard is down.,"subject='Analytics dashboard not loading'; system='CRM'; symptom='CRM data output is stale, incomplete, or unavailable.'",data_analytics,2026-01-25T07:27:00,2026-01-26T05:27:00
TKT-00138,2026-01-20T10:45:59,IT-007,login_access,high,tier=standard; urgency=critical; category=login_access,0.85,true,Noor Yamada at Meridian Marine Solutions reports cannot log into customer portal in Customer Portal; impact: One user blocked from logging in.,subject='Cannot log into customer portal'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-01-20T10:52:00,2026-01-21T08:52:00
TKT-00139,2026-01-21T11:54:12,IT-004,other,low,tier=standard; urgency=low; category=other,0.88,false,Ravi Tanaka at Meridian Studios reports need help with a workflow in Customer Portal; impact: User unable to complete task.,subject='Need help with a workflow'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-01-22T10:06:00,2026-01-24T10:06:00
TKT-00140,2026-02-24T17:27:00,IT-008,login_access,low,tier=standard; urgency=low; category=login_access,0.87,false,Maya Vega at Pacific Bioworks reports stuck in sso redirect loop in Customer Portal; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-02-25T12:05:00,2026-02-27T12:05:00
TKT-00141,2026-01-26T06:17:22,IT-007,password_reset,high,tier=enterprise; urgency=high; category=password_reset,0.82,false,Chen Tanaka at Pioneer Foods reports need password reset in Customer Portal; impact: One user blocked from logging in.,subject='Need password reset'; system='Customer Portal'; symptom='Reset workflow for Customer Portal does not complete for the affected account.',identity_security,2026-01-26T07:20:00,2026-01-27T05:20:00
TKT-00142,2026-02-20T07:45:59,IT-005,hardware_issue,high,tier=premium; urgency=high; category=hardware_issue,0.92,false,Xavi Adler at Quartz Bioworks reports wireless mouse not working in Customer Portal; impact: Single user partially blocked.,subject='Wireless mouse not working'; system='Customer Portal'; symptom='Device or peripheral behavior remains faulty after a basic restart.',hardware_field,2026-02-20T06:51:00,2026-02-21T04:51:00
TKT-00143,2026-03-28T16:09:04,IT-005,login_access,medium,tier=standard; urgency=medium; category=login_access,0.93,false,Kai Tanaka at Meridian Studios reports mfa prompt never arrives in CRM; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-03-28T22:31:00,2026-03-30T14:31:00
TKT-00144,2026-01-18T11:31:12,IT-004,data_reporting,medium,tier=standard; urgency=medium; category=data_reporting,0.91,false,Jorge Quintero at Polaris Logistics reports stale numbers in finance dashboard in CRM; impact: Monthly close delayed by export issue.,"subject='Stale numbers in finance dashboard'; system='CRM'; symptom='CRM data output is stale, incomplete, or unavailable.'",data_analytics,2026-01-18T17:28:00,2026-01-20T09:28:00
TKT-00145,2026-02-09T06:46:13,IT-007,password_reset,high,tier=premium; urgency=critical; category=password_reset,0.95,false,Dani Ivanov at Tessera Manufacturing reports service account password expired in Customer Portal; impact: Nightly export job failing.,subject='Service account password expired'; system='Customer Portal'; symptom='Reset workflow for Customer Portal does not complete for the affected account.',identity_security,2026-02-09T03:09:00,2026-02-10T01:09:00
TKT-00146,2026-03-11T12:09:45,IT-001,data_reporting,medium,tier=standard; urgency=medium; category=data_reporting,0.96,true,Dani Nair at Meridian Studios reports crm export missing records in Analytics Dashboard; impact: QBR slides cannot be finalized.,"subject='CRM export missing records'; system='Analytics Dashboard'; symptom='Analytics Dashboard data output is stale, incomplete, or unavailable.'",data_analytics,2026-03-11T19:53:00,2026-03-13T11:53:00
TKT-00147,2026-02-11T14:35:03,IT-007,software_bug,medium,tier=standard; urgency=medium; category=software_bug,0.88,true,Xavi Bose at Northstar Foods reports saved filter not loading on dashboard in Customer Portal; impact: Manager dashboard broken before exec review.,subject='Saved filter not loading on dashboard'; system='Customer Portal'; symptom='Customer Portal behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-02-11T18:17:00,2026-02-13T10:17:00
