ticket_id,escalated_at,it_member_id,specialist_id,escalation_reason,information_provided,missing_information_flag,requested_specialist_group,handoff_summary,specific_question_for_specialist,customer_evidence_included
TKT-00102,2026-02-04T00:34:53,IT-005,SP-010,re-escalation after rejection,original ticket + first solution + customer feedback,false,billing_finance,Customer rejected first response for Invoice total looks wrong; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00103,2026-02-02T16:32:01,IT-005,SP-009,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,VPN disconnects every few minutes in VPN; category=network_connectivity; priority=urgent; customer tried: Restarted client and retried from the same location.; impact: Remote engineer cannot stay connected to internal tools.,Please identify root cause and provide customer-safe resolution steps for VPN.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00104,2026-02-12T18:08:37,IT-001,SP-007,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,data_analytics,Stale numbers in finance dashboard in CRM; category=data_reporting; priority=medium; customer tried: Refreshed dashboard/export and retried later.; impact: Monthly close delayed by export issue.,Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00106,2026-02-26T06:35:31,IT-004,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,billing_finance,Wrong billing region applied in Customer Portal; category=billing_account; priority=low; customer tried: Checked the invoice/account page twice.; impact: Finance unable to close the month.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00106,2026-02-27T20:01:29,IT-004,SP-010,re-escalation after rejection,original ticket + first solution + customer feedback,false,billing_finance,Customer rejected first response for Wrong billing region applied; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00107,2026-03-30T06:47:43,IT-004,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,identity_security,"MFA prompt never arrives in Customer Portal; category=login_access; priority=high; customer tried: Retyped password, tried a private browser window.; impact: User cannot access required system.",Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00107,2026-03-31T11:19:01,IT-004,SP-002,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for MFA prompt never arrives; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00110,2026-01-19T20:41:05,IT-002,SP-005,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,data_analytics,CRM export missing records in CRM; category=data_reporting; priority=medium; customer tried: Refreshed dashboard/export and retried later.; impact: QBR slides cannot be finalized.,Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00111,2026-01-20T21:17:15,IT-008,SP-002,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for Cannot log into customer portal; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00112,2026-03-30T08:24:08,IT-008,SP-008,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment; missing reproduction steps,true,application_engineering,Need help with a workflow in Customer Portal; category=other; priority=medium; customer tried: Searched the help center but did not find a clear owner.; impact: User unable to complete task.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00113,2026-02-25T09:54:19,IT-003,SP-002,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment; missing reproduction steps,true,identity_security,Need access for new employee in Identity Provider; category=security_request; priority=medium; customer tried: Checked with manager or security contact before submitting.; impact: New hire cannot access required systems.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00114,2026-01-23T08:01:49,IT-003,SP-009,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,network_infra,Wi-Fi drops in conference room in VPN; category=network_connectivity; priority=high; customer tried: Restarted client and retried from the same location.; impact: Customer demos interrupted.,Please identify root cause and provide customer-safe resolution steps for VPN.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00115,2026-02-09T06:59:50,IT-008,SP-006,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,Need access for new employee in Identity Provider; category=security_request; priority=urgent; customer tried: Checked with manager or security contact before submitting.; impact: New hire cannot access required systems.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00117,2026-02-01T02:24:54,IT-004,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,identity_security,"Account locked after travel in Identity Provider; category=login_access; priority=low; customer tried: Retyped password, tried a private browser window.; impact: Field rep blocked from CRM during customer visit.",Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00118,2026-02-21T06:19:31,IT-008,SP-005,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,data_analytics,Stale numbers in finance dashboard in Analytics Dashboard; category=data_reporting; priority=medium; customer tried: Refreshed dashboard/export and retried later.; impact: Monthly close delayed by export issue.,Please identify root cause and provide customer-safe resolution steps for Analytics Dashboard.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00118,2026-02-25T17:28:49,IT-008,SP-005,re-escalation after rejection,original ticket + first solution + customer feedback,false,data_analytics,Customer rejected first response for Stale numbers in finance dashboard; rejection='Solution applied but symptom persists'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00119,2026-03-05T21:04:00,IT-002,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,Shared mailbox missing in Email; category=email_calendar; priority=medium; customer tried: Restarted mail/calendar app.; impact: Support intake delayed.,Please identify root cause and provide customer-safe resolution steps for Email.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00121,2026-01-18T05:09:43,IT-001,SP-009,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,Wi-Fi drops in conference room in VPN; category=network_connectivity; priority=high; customer tried: Restarted client and retried from the same location.; impact: Customer demos interrupted.,Please identify root cause and provide customer-safe resolution steps for VPN.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00123,2026-03-23T04:41:01,IT-004,SP-002,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for Shared mailbox missing; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00124,2026-03-14T17:52:29,IT-002,SP-004,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,network_infra,High latency to internal apps in VPN; category=network_connectivity; priority=medium; customer tried: Restarted client and retried from the same location.; impact: Whole regional team affected.,Please identify root cause and provide customer-safe resolution steps for VPN.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00126,2026-01-29T12:46:42,IT-006,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment; missing reproduction steps,true,billing_finance,Wrong billing region applied in Billing System; category=billing_account; priority=medium; customer tried: Checked the invoice/account page twice.; impact: Finance unable to close the month.,Please identify root cause and provide customer-safe resolution steps for Billing System.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00127,2026-02-12T09:40:33,IT-002,SP-006,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment; missing reproduction steps,true,identity_security,"Stuck in SSO redirect loop in CRM; category=login_access; priority=low; customer tried: Retyped password, tried a private browser window.; impact: Two team members cannot start the day's work.",Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00130,2026-02-20T18:24:29,IT-003,SP-006,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for Cannot log into customer portal; rejection='Solution applied but symptom persists'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00134,2026-02-03T08:44:08,IT-008,SP-008,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,application_engineering,General question about software list in Customer Portal; category=other; priority=high; customer tried: Searched the help center but did not find a clear owner.; impact: Productivity blocker for one user.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00137,2026-01-25T09:56:02,IT-007,SP-007,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,data_analytics,Analytics dashboard not loading in CRM; category=data_reporting; priority=high; customer tried: Refreshed dashboard/export and retried later.; impact: Customer demo delayed because dashboard is down.,Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00138,2026-01-20T12:46:05,IT-007,SP-002,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,identity_security,"Cannot log into customer portal in Customer Portal; category=login_access; priority=high; customer tried: Retyped password, tried a private browser window.; impact: One user blocked from logging in.",Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00139,2026-01-21T14:39:32,IT-004,SP-008,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,application_engineering,Need help with a workflow in Customer Portal; category=other; priority=low; customer tried: Searched the help center but did not find a clear owner.; impact: User unable to complete task.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00140,2026-02-24T19:52:12,IT-008,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,identity_security,"Stuck in SSO redirect loop in Customer Portal; category=login_access; priority=low; customer tried: Retyped password, tried a private browser window.; impact: Two team members cannot start the day's work.",Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00141,2026-01-27T16:41:43,IT-007,SP-006,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for Need password reset; rejection='Solution applied but symptom persists'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00144,2026-01-18T13:23:55,IT-004,SP-007,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,data_analytics,Stale numbers in finance dashboard in CRM; category=data_reporting; priority=medium; customer tried: Refreshed dashboard/export and retried later.; impact: Monthly close delayed by export issue.,Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00146,2026-03-11T13:25:05,IT-001,SP-005,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,data_analytics,CRM export missing records in Analytics Dashboard; category=data_reporting; priority=medium; customer tried: Refreshed dashboard/export and retried later.; impact: QBR slides cannot be finalized.,Please identify root cause and provide customer-safe resolution steps for Analytics Dashboard.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00147,2026-02-11T17:06:43,IT-007,SP-008,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,application_engineering,Saved filter not loading on dashboard in Customer Portal; category=software_bug; priority=medium; customer tried: Refreshed browser and repeated the action.; impact: Manager dashboard broken before exec review.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00147,2026-02-15T08:56:02,IT-007,SP-008,re-escalation after rejection,original ticket + first solution + customer feedback,false,application_engineering,Customer rejected first response for Saved filter not loading on dashboard; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00148,2026-01-24T13:51:59,IT-003,SP-007,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,data_analytics,Stale numbers in finance dashboard in Analytics Dashboard; category=data_reporting; priority=medium; customer tried: Refreshed dashboard/export and retried later.; impact: Monthly close delayed by export issue.,Please identify root cause and provide customer-safe resolution steps for Analytics Dashboard.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00153,2026-02-21T08:03:21,IT-006,SP-008,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,application_engineering,Inventory App shows stale data in Customer Portal; category=software_bug; priority=high; customer tried: Refreshed browser and repeated the action.; impact: Warehouse team picking against incorrect data.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00154,2026-01-17T10:38:12,IT-008,SP-008,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,application_engineering,Need help with a workflow in Customer Portal; category=other; priority=high; customer tried: Searched the help center but did not find a clear owner.; impact: User unable to complete task.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00155,2026-02-28T12:25:06,IT-008,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,billing_finance,Cannot download invoice PDF in Customer Portal; category=billing_account; priority=medium; customer tried: Checked the invoice/account page twice.; impact: Customer cannot file expense reports.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00156,2026-01-19T22:10:14,IT-006,SP-003,re-escalation after rejection,original ticket + first solution + customer feedback,false,hardware_field,Customer rejected first response for MFA prompt never arrives; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00157,2026-02-15T00:41:58,IT-004,SP-007,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,data_analytics,CRM export missing records in Analytics Dashboard; category=data_reporting; priority=high; customer tried: Refreshed dashboard/export and retried later.; impact: QBR slides cannot be finalized.,Please identify root cause and provide customer-safe resolution steps for Analytics Dashboard.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00158,2026-03-10T17:31:09,IT-005,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment; missing reproduction steps,true,identity_security,Email calendar sync issue in Email; category=email_calendar; priority=high; customer tried: Restarted mail/calendar app.; impact: User missed customer meeting.,Please identify root cause and provide customer-safe resolution steps for Email.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00162,2026-01-20T14:57:54,IT-002,SP-008,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,application_engineering,Saved filter not loading on dashboard in Inventory App; category=software_bug; priority=medium; customer tried: Refreshed browser and repeated the action.; impact: Manager dashboard broken before exec review.,Please identify root cause and provide customer-safe resolution steps for Inventory App.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00164,2026-02-12T19:37:39,IT-007,SP-006,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,identity_security,"Account locked after travel in Customer Portal; category=login_access; priority=medium; customer tried: Retyped password, tried a private browser window.; impact: Field rep blocked from CRM during customer visit.",Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00165,2026-02-18T15:45:14,IT-003,SP-005,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,data_analytics,Analytics dashboard not loading in Analytics Dashboard; category=data_reporting; priority=medium; customer tried: Refreshed dashboard/export and retried later.; impact: Customer demo delayed because dashboard is down.,Please identify root cause and provide customer-safe resolution steps for Analytics Dashboard.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00167,2026-02-10T17:49:00,IT-005,SP-004,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,Wi-Fi drops in conference room in Identity Provider; category=network_connectivity; priority=urgent; customer tried: Restarted client and retried from the same location.; impact: Customer demos interrupted.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00168,2026-03-31T02:27:16,IT-007,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,"Stuck in SSO redirect loop in Identity Provider; category=login_access; priority=medium; customer tried: Retyped password, tried a private browser window.; impact: Two team members cannot start the day's work.",Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00169,2026-02-20T15:19:53,IT-002,SP-008,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,application_engineering,App freezes when opening report in Inventory App; category=software_bug; priority=high; customer tried: Refreshed browser and repeated the action.; impact: Reporting workflow unusable.,Please identify root cause and provide customer-safe resolution steps for Inventory App.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00171,2026-01-19T13:11:51,IT-007,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,billing_finance,Invoice total looks wrong in Customer Portal; category=billing_account; priority=medium; customer tried: Checked the invoice/account page twice.; impact: Finance team holding payment until corrected.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00173,2026-02-19T20:15:48,IT-006,SP-006,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,identity_security,"Cannot log into customer portal in CRM; category=login_access; priority=medium; customer tried: Retyped password, tried a private browser window.; impact: One user blocked from logging in.",Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00173,2026-02-21T05:55:11,IT-006,SP-006,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for Cannot log into customer portal; rejection='Solution applied but symptom persists'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00174,2026-03-17T00:48:27,IT-002,SP-004,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,network_infra,VPN disconnects every few minutes in Identity Provider; category=network_connectivity; priority=medium; customer tried: Restarted client and retried from the same location.; impact: Remote engineer cannot stay connected to internal tools.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00175,2026-03-04T02:02:09,IT-002,SP-006,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for Service account password expired; rejection='Issue recurred after a few hours'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00176,2026-03-26T04:22:26,IT-002,SP-008,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,application_engineering,General question about software list in Customer Portal; category=other; priority=medium; customer tried: Searched the help center but did not find a clear owner.; impact: Productivity blocker for one user.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00178,2026-02-04T09:02:24,IT-008,SP-001,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,hardware_field,Printer offline error in Customer Portal; category=hardware_issue; priority=high; customer tried: Restarted the device and checked cables/batteries.; impact: Team cannot print client deliverables.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00179,2026-01-19T06:32:21,IT-004,SP-008,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,application_engineering,Saved filter not loading on dashboard in Analytics Dashboard; category=software_bug; priority=high; customer tried: Refreshed browser and repeated the action.; impact: Manager dashboard broken before exec review.,Please identify root cause and provide customer-safe resolution steps for Analytics Dashboard.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00181,2026-03-25T05:15:30,IT-002,SP-006,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,Out of office not sending in Email; category=email_calendar; priority=medium; customer tried: Restarted mail/calendar app.; impact: Stakeholders unaware of leave.,Please identify root cause and provide customer-safe resolution steps for Email.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00182,2026-02-08T13:10:04,IT-008,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,billing_finance,Invoice total looks wrong in Billing System; category=billing_account; priority=medium; customer tried: Checked the invoice/account page twice.; impact: Finance team holding payment until corrected.,Please identify root cause and provide customer-safe resolution steps for Billing System.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00184,2026-02-13T13:39:27,IT-005,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,billing_finance,Invoice total looks wrong in Customer Portal; category=billing_account; priority=medium; customer tried: Checked the invoice/account page twice.; impact: Finance team holding payment until corrected.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00185,2026-02-05T04:25:08,IT-002,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,Shared mailbox missing in Email; category=email_calendar; priority=medium; customer tried: Restarted mail/calendar app.; impact: Support intake delayed.,Please identify root cause and provide customer-safe resolution steps for Email.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00186,2026-02-28T03:49:30,IT-007,SP-009,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,Wi-Fi drops in conference room in VPN; category=network_connectivity; priority=high; customer tried: Restarted client and retried from the same location.; impact: Customer demos interrupted.,Please identify root cause and provide customer-safe resolution steps for VPN.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00187,2026-02-15T07:53:27,IT-006,SP-004,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,High latency to internal apps in Identity Provider; category=network_connectivity; priority=medium; customer tried: Restarted client and retried from the same location.; impact: Whole regional team affected.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00190,2026-02-18T03:27:23,IT-006,SP-007,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,data_analytics,CRM export missing records in Inventory App; category=data_reporting; priority=medium; customer tried: Refreshed dashboard/export and retried later.; impact: QBR slides cannot be finalized.,Please identify root cause and provide customer-safe resolution steps for Inventory App.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00190,2026-02-19T06:14:40,IT-006,SP-007,re-escalation after rejection,original ticket + first solution + customer feedback,false,data_analytics,Customer rejected first response for CRM export missing records; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00191,2026-03-25T23:05:32,IT-001,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,identity_security,Service account password expired in Customer Portal; category=password_reset; priority=medium; customer tried: Tried self-service reset link once.; impact: Nightly export job failing.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00191,2026-03-27T01:31:12,IT-001,SP-006,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for Service account password expired; rejection='Need different approach'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00192,2026-03-31T05:52:02,IT-006,SP-006,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,identity_security,Email calendar sync issue in Email; category=email_calendar; priority=medium; customer tried: Restarted mail/calendar app.; impact: User missed customer meeting.,Please identify root cause and provide customer-safe resolution steps for Email.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00194,2026-03-27T21:03:19,IT-007,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,identity_security,"MFA prompt never arrives in Identity Provider; category=login_access; priority=medium; customer tried: Retyped password, tried a private browser window.; impact: User cannot access required system.",Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00195,2026-03-15T18:05:48,IT-001,SP-007,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,data_analytics,CRM export missing records in CRM; category=data_reporting; priority=high; customer tried: Refreshed dashboard/export and retried later.; impact: QBR slides cannot be finalized.,Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00196,2026-02-23T01:39:51,IT-008,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,"Stuck in SSO redirect loop in CRM; category=login_access; priority=medium; customer tried: Retyped password, tried a private browser window.; impact: Two team members cannot start the day's work.",Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00197,2026-03-11T16:33:25,IT-001,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,Password reset link expired in CRM; category=password_reset; priority=low; customer tried: Tried self-service reset link once.; impact: Customer demo delayed.,Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00198,2026-03-23T05:08:01,IT-007,SP-002,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,Password reset link expired in CRM; category=password_reset; priority=low; customer tried: Tried self-service reset link once.; impact: Customer demo delayed.,Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00199,2026-03-02T17:35:18,IT-002,SP-008,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,application_engineering,General question about software list in Customer Portal; category=other; priority=medium; customer tried: Searched the help center but did not find a clear owner.; impact: Productivity blocker for one user.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00202,2026-03-22T06:59:31,IT-004,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,billing_finance,Wrong billing region applied in Customer Portal; category=billing_account; priority=medium; customer tried: Checked the invoice/account page twice.; impact: Finance unable to close the month.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00203,2026-03-27T04:43:47,IT-007,SP-004,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,network_infra,High latency to internal apps in Identity Provider; category=network_connectivity; priority=medium; customer tried: Restarted client and retried from the same location.; impact: Whole regional team affected.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00204,2026-03-01T02:19:22,IT-004,SP-004,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,High latency to internal apps in Identity Provider; category=network_connectivity; priority=urgent; customer tried: Restarted client and retried from the same location.; impact: Whole regional team affected.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
