ticket_id,customer_id,submitted_at,closed_at,final_status,assigned_category,true_category,assigned_priority,affected_system,faq_match_found,escalated_flag,specialist_id,resolution_accepted,reopened_flag,first_resolution_source,time_to_triage_hours,time_to_first_response_hours,time_to_resolution_hours,sla_met_first_response,sla_met_resolution
TKT-00147,CUST-018,2026-02-11T10:17:00,2026-02-16T19:27:10,closed,software_bug,software_bug,medium,Customer Portal,true,true,SP-008,true,true,specialist_solution,4.3,75.68,129.17,false,false
TKT-00148,CUST-011,2026-01-24T09:49:00,2026-01-27T03:43:16,closed,data_reporting,data_reporting,medium,Analytics Dashboard,false,true,SP-007,true,false,specialist_solution,1.84,19.16,65.9,false,false
TKT-00149,CUST-017,2026-01-26T08:37:00,2026-01-28T12:13:27,closed,password_reset,password_reset,low,Customer Portal,true,false,"",true,false,faq,5.21,7.09,51.61,true,true
TKT-00150,CUST-010,2026-03-18T04:31:00,2026-03-19T00:01:35,closed,password_reset,password_reset,medium,Identity Provider,true,false,"",true,false,faq,0.77,4.31,19.51,true,true
TKT-00151,CUST-011,2026-01-29T05:09:00,2026-01-30T23:23:36,closed,network_connectivity,network_connectivity,medium,VPN,true,false,"",true,false,faq,1.67,5.35,42.24,true,true
TKT-00152,CUST-001,2026-03-12T14:20:00,2026-03-14T19:04:11,closed,email_calendar,email_calendar,medium,Email,true,false,"",true,false,faq,3.77,5.99,52.74,true,false
TKT-00153,CUST-017,2026-02-21T04:13:00,2026-02-23T14:53:09,closed,software_bug,software_bug,high,Customer Portal,false,true,SP-008,true,false,specialist_solution,2.47,16.45,58.67,false,false
TKT-00154,CUST-002,2026-01-17T06:33:00,2026-01-19T08:31:33,closed,other,other,high,Customer Portal,false,true,SP-008,true,false,specialist_solution,1.81,34.95,49.98,false,false
TKT-00155,CUST-009,2026-02-28T06:40:00,2026-03-02T15:06:49,closed,billing_account,billing_account,medium,Customer Portal,false,true,SP-010,true,false,specialist_solution,3.76,25.53,56.45,false,false
TKT-00156,CUST-006,2026-01-19T04:02:00,2026-01-22T04:39:42,closed,hardware_issue,login_access,high,CRM,true,false,SP-003,false,true,faq,4.28,5.32,72.63,false,false
TKT-00157,CUST-004,2026-02-14T20:15:00,2026-02-17T03:55:10,closed,data_reporting,data_reporting,high,Analytics Dashboard,false,true,SP-007,true,false,specialist_solution,2.56,38.84,55.67,false,false
TKT-00158,CUST-004,2026-03-10T10:19:00,2026-03-12T13:48:44,closed,email_calendar,email_calendar,high,Email,false,true,SP-002,true,false,specialist_solution,4.91,22.85,51.5,false,false
TKT-00159,CUST-004,2026-01-18T17:49:00,2026-01-21T02:16:16,closed,password_reset,password_reset,medium,Identity Provider,true,false,"",true,false,faq,5.44,7.7,56.45,true,false
TKT-00160,CUST-006,2026-03-05T15:21:00,2026-03-07T06:05:04,closed,login_access,login_access,urgent,Identity Provider,true,false,"",true,false,faq,4.06,5.72,38.73,false,false
TKT-00161,CUST-011,2026-01-25T23:14:00,2026-01-27T22:28:04,closed,password_reset,password_reset,low,Identity Provider,true,false,"",true,false,faq,5.64,8.94,47.23,true,true
TKT-00162,CUST-002,2026-01-20T11:38:00,2026-01-23T01:03:50,closed,software_bug,software_bug,medium,Inventory App,false,true,SP-008,true,false,specialist_solution,2.24,48.86,61.43,false,false
TKT-00163,CUST-003,2026-02-12T07:07:00,2026-02-14T05:32:43,closed,password_reset,password_reset,medium,Identity Provider,true,false,"",true,false,faq,4.43,6.6,46.43,true,true
TKT-00164,CUST-007,2026-02-12T14:59:00,2026-02-14T23:52:41,closed,login_access,login_access,medium,Customer Portal,false,true,SP-006,true,false,specialist_solution,3.59,15.13,56.89,false,false
TKT-00165,CUST-012,2026-02-18T13:57:00,2026-02-20T02:32:26,closed,data_reporting,data_reporting,medium,Analytics Dashboard,false,true,SP-005,true,false,specialist_solution,0.54,15.34,36.59,false,true
TKT-00166,CUST-003,2026-02-13T08:26:00,2026-02-15T10:45:57,closed,login_access,login_access,medium,CRM,true,false,"",true,false,faq,5.51,8.19,50.33,false,false
TKT-00167,CUST-002,2026-02-10T13:00:00,2026-02-11T15:03:44,closed,network_connectivity,network_connectivity,urgent,Identity Provider,false,true,SP-004,true,false,specialist_solution,3.93,12.46,26.06,false,false
TKT-00168,CUST-014,2026-03-31T00:57:00,2026-04-03T01:28:01,closed,login_access,login_access,medium,Identity Provider,false,true,SP-002,false,false,specialist_solution,0.51,10.76,72.52,false,false
TKT-00169,CUST-002,2026-02-20T11:19:00,2026-02-23T16:44:48,closed,software_bug,software_bug,high,Inventory App,false,true,SP-008,true,false,specialist_solution,1.1,48.36,77.43,false,false
TKT-00170,CUST-011,2026-03-12T02:01:00,2026-03-14T06:11:06,closed,network_connectivity,network_connectivity,high,VPN,true,false,"",true,false,faq,1.13,2.6,52.17,false,false
TKT-00171,CUST-017,2026-01-19T07:44:00,2026-01-21T07:29:08,closed,billing_account,billing_account,medium,Customer Portal,false,true,SP-010,true,false,specialist_solution,2.49,26.74,47.75,false,true
TKT-00172,CUST-003,2026-03-29T23:30:00,2026-03-30T21:57:38,closed,data_reporting,data_reporting,medium,Analytics Dashboard,true,false,"",true,false,faq,3.36,6.22,22.46,true,true
TKT-00173,CUST-015,2026-02-19T16:46:00,2026-02-23T12:26:22,closed,login_access,login_access,medium,CRM,false,true,SP-006,true,true,specialist_solution,1.9,11.27,91.67,false,false
TKT-00174,CUST-015,2026-03-16T17:40:00,2026-03-20T03:17:46,closed,network_connectivity,network_connectivity,medium,Identity Provider,false,true,SP-004,true,false,specialist_solution,4.52,20.71,81.63,false,false
TKT-00175,CUST-004,2026-03-01T15:57:00,2026-03-05T13:52:23,closed,password_reset,password_reset,low,Identity Provider,true,false,SP-006,true,true,faq,1.51,3.78,93.92,true,false
TKT-00176,CUST-015,2026-03-26T00:13:00,2026-04-01T13:09:45,closed,other,other,medium,Customer Portal,false,true,SP-008,true,false,specialist_solution,1.89,103.4,156.95,false,false
TKT-00177,CUST-012,2026-01-19T10:07:00,2026-01-21T16:06:32,closed,software_bug,email_calendar,low,Email,true,false,"",true,false,faq,1.57,3.65,53.99,true,true
TKT-00178,CUST-004,2026-02-04T04:26:00,2026-02-08T02:51:36,closed,hardware_issue,hardware_issue,high,Customer Portal,false,true,SP-001,false,false,specialist_solution,2.42,33.65,94.43,false,false
TKT-00179,CUST-017,2026-01-19T01:24:00,2026-01-22T09:39:00,closed,software_bug,software_bug,high,Analytics Dashboard,false,true,SP-008,true,false,specialist_solution,2.9,56.55,80.25,false,false
TKT-00180,CUST-012,2026-03-28T10:32:00,2026-03-30T00:55:04,closed,password_reset,password_reset,low,CRM,true,false,"",true,false,faq,4.45,7.06,38.38,true,true
TKT-00181,CUST-013,2026-03-24T22:09:00,2026-03-26T16:15:37,closed,email_calendar,email_calendar,medium,Email,false,true,SP-006,true,false,specialist_solution,5.84,19.78,42.11,false,true
TKT-00182,CUST-018,2026-02-08T09:16:00,2026-02-11T04:27:21,closed,billing_account,billing_account,medium,Billing System,false,true,SP-010,true,false,specialist_solution,2.51,21.01,67.19,false,false
TKT-00183,CUST-007,2026-02-16T10:47:00,2026-02-17T06:32:14,closed,login_access,login_access,medium,CRM,true,false,"",true,false,faq,3.49,5.92,19.75,true,true
TKT-00184,CUST-005,2026-02-13T10:08:00,2026-02-14T09:25:57,closed,billing_account,billing_account,medium,Customer Portal,false,true,SP-010,true,false,specialist_solution,2.09,14.44,23.3,false,true
TKT-00185,CUST-013,2026-02-04T22:39:00,2026-02-06T19:17:48,closed,email_calendar,email_calendar,medium,Email,false,true,SP-002,true,false,specialist_solution,4.03,15.56,44.65,false,true
TKT-00186,CUST-003,2026-02-27T22:21:00,2026-03-02T01:35:32,closed,network_connectivity,network_connectivity,high,VPN,false,true,SP-009,true,false,specialist_solution,5.15,13.4,51.24,false,false
TKT-00187,CUST-018,2026-02-15T05:13:00,2026-02-17T15:30:39,closed,network_connectivity,network_connectivity,medium,Identity Provider,false,true,SP-004,false,false,specialist_solution,0.91,11.05,58.29,false,false
TKT-00188,CUST-018,2026-02-08T08:31:00,2026-02-10T22:29:57,closed,login_access,login_access,medium,Customer Portal,true,false,"",false,false,faq,3.12,5.12,61.98,true,false
TKT-00189,CUST-018,2026-01-17T22:46:00,2026-01-20T08:53:19,closed,network_connectivity,network_connectivity,medium,VPN,true,false,"",true,false,faq,1.74,3.16,58.12,true,false
TKT-00190,CUST-001,2026-02-17T20:48:00,2026-02-22T19:48:26,closed,data_reporting,data_reporting,medium,Inventory App,false,true,SP-007,false,true,specialist_solution,4.73,24.13,119.01,false,false
TKT-00191,CUST-005,2026-03-25T17:29:00,2026-03-29T09:56:56,closed,password_reset,password_reset,medium,Customer Portal,false,true,SP-006,true,true,specialist_solution,2.64,12.99,88.47,false,false
TKT-00192,CUST-015,2026-03-31T03:51:00,2026-04-01T10:32:22,closed,email_calendar,email_calendar,medium,Email,false,true,SP-006,true,false,specialist_solution,0.47,15.49,30.69,false,true
TKT-00193,CUST-008,2026-03-03T16:43:00,2026-03-05T14:55:38,closed,login_access,login_access,high,CRM,true,false,"",true,false,faq,3.03,5.68,46.21,false,false
TKT-00194,CUST-005,2026-03-27T14:51:00,2026-03-30T11:55:19,closed,login_access,login_access,medium,Identity Provider,false,true,SP-002,true,false,specialist_solution,3.2,21.56,69.07,false,false
TKT-00195,CUST-008,2026-03-15T13:39:00,2026-03-17T17:24:16,closed,data_reporting,data_reporting,high,CRM,false,true,SP-007,true,false,specialist_solution,3.16,35.48,51.75,false,false
TKT-00196,CUST-001,2026-02-22T17:15:00,2026-02-25T04:51:12,closed,login_access,login_access,medium,CRM,false,true,SP-002,true,false,specialist_solution,5.85,12.67,59.6,false,false
TKT-00197,CUST-004,2026-03-11T11:29:00,2026-03-14T08:18:07,closed,password_reset,password_reset,low,CRM,false,true,SP-002,true,false,specialist_solution,2.17,13.77,68.82,true,true
TKT-00198,CUST-007,2026-03-23T01:11:00,2026-03-25T21:49:50,closed,password_reset,password_reset,low,CRM,true,true,SP-002,true,false,specialist_solution,1.73,12.78,68.65,true,true
TKT-00199,CUST-001,2026-03-02T12:36:00,2026-03-05T18:39:28,closed,other,other,medium,Customer Portal,false,true,SP-008,true,false,specialist_solution,2.11,56.7,78.06,false,false
TKT-00200,CUST-014,2026-02-18T01:00:00,2026-02-20T15:09:26,closed,email_calendar,email_calendar,high,Email,true,false,"",true,false,faq,0.3,1.7,62.16,true,false
TKT-00201,CUST-006,2026-03-07T14:14:00,2026-03-09T20:14:02,closed,password_reset,password_reset,medium,CRM,true,false,"",true,false,faq,3.9,5.86,54.0,true,false
TKT-00202,CUST-018,2026-03-22T04:26:00,2026-03-23T10:09:27,closed,billing_account,billing_account,medium,Customer Portal,false,true,SP-010,true,false,specialist_solution,1.52,16.43,29.72,false,true
TKT-00203,CUST-009,2026-03-26T21:14:00,2026-03-29T01:22:31,closed,network_connectivity,network_connectivity,medium,Identity Provider,true,true,SP-004,true,false,specialist_solution,5.08,19.03,52.14,false,false
TKT-00204,CUST-006,2026-02-28T21:01:00,2026-03-02T05:40:35,closed,network_connectivity,network_connectivity,urgent,Identity Provider,true,true,SP-004,true,false,specialist_solution,3.62,12.17,32.66,false,false
TKT-00205,CUST-006,2026-01-27T20:24:00,2026-01-30T00:17:34,closed,billing_account,billing_account,high,Billing System,false,true,SP-010,true,false,specialist_solution,5.23,14.95,51.89,false,false
TKT-00206,CUST-005,2026-02-01T22:46:00,2026-02-03T04:37:36,closed,login_access,login_access,high,Customer Portal,true,false,"",true,false,faq,4.29,6.59,29.86,false,false
TKT-00207,CUST-006,2026-02-10T08:55:00,2026-02-13T16:42:55,closed,network_connectivity,network_connectivity,high,VPN,false,true,SP-009,true,true,specialist_solution,3.92,15.39,79.8,false,false
TKT-00208,CUST-004,2026-01-22T08:17:00,2026-01-25T07:23:17,closed,network_connectivity,network_connectivity,urgent,VPN,false,true,SP-009,true,false,specialist_solution,1.94,15.45,71.1,false,false
TKT-00209,CUST-010,2026-03-29T06:11:00,2026-04-02T23:38:27,closed,hardware_issue,hardware_issue,medium,Customer Portal,true,true,SP-003,true,false,specialist_solution,3.03,61.46,113.46,false,false
TKT-00210,CUST-014,2026-02-28T22:15:00,2026-03-06T21:47:45,closed,other,other,high,Customer Portal,false,true,SP-008,true,true,specialist_solution,3.77,77.65,143.55,false,false
TKT-00211,CUST-007,2026-03-04T21:16:00,2026-03-06T02:07:58,closed,password_reset,password_reset,medium,CRM,true,false,"",true,false,faq,1.9,4.0,28.87,true,true
TKT-00212,CUST-017,2026-01-31T19:06:00,2026-02-04T19:40:39,closed,security_request,security_request,high,Identity Provider,false,true,SP-006,true,false,specialist_solution,5.98,39.01,96.58,false,false
TKT-00213,CUST-003,2026-02-19T07:57:00,2026-02-21T13:43:35,closed,password_reset,password_reset,low,Customer Portal,true,false,"",true,false,faq,2.48,3.86,53.78,true,true
TKT-00214,CUST-007,2026-02-04T02:24:00,2026-02-04T21:30:19,closed,network_connectivity,network_connectivity,medium,Identity Provider,true,false,"",true,false,faq,2.55,3.54,19.11,true,true
TKT-00215,CUST-016,2026-03-10T19:53:00,2026-03-19T15:46:31,closed,software_bug,software_bug,medium,Analytics Dashboard,false,true,SP-008,false,true,specialist_solution,4.28,99.83,211.89,false,false
TKT-00216,CUST-002,2026-02-16T12:58:00,2026-02-17T03:26:01,closed,email_calendar,email_calendar,medium,Email,true,false,"",true,false,faq,4.6,7.77,14.47,true,true
TKT-00217,CUST-008,2026-03-28T08:47:00,2026-03-29T01:36:20,closed,password_reset,password_reset,medium,Customer Portal,true,false,"",true,false,faq,1.33,3.65,16.82,true,true
TKT-00218,CUST-005,2026-03-12T23:54:00,2026-03-17T12:52:24,closed,login_access,login_access,medium,CRM,false,true,SP-002,true,true,specialist_solution,2.16,11.42,108.97,false,false
TKT-00219,CUST-009,2026-03-26T22:47:00,2026-03-28T17:43:05,closed,security_request,security_request,medium,Identity Provider,true,false,"",true,false,faq,4.76,6.56,42.93,true,true
TKT-00220,CUST-004,2026-02-22T14:20:00,2026-02-25T12:07:02,closed,network_connectivity,network_connectivity,high,Identity Provider,false,true,SP-009,true,false,specialist_solution,4.22,22.47,69.78,false,false
TKT-00221,CUST-004,2026-03-04T12:36:00,2026-03-06T00:17:50,closed,hardware_issue,hardware_issue,high,Customer Portal,false,true,SP-001,true,false,specialist_solution,5.28,29.89,35.7,false,false
TKT-00222,CUST-010,2026-01-21T09:49:00,2026-01-22T01:20:27,closed,login_access,login_access,medium,Identity Provider,true,false,"",true,false,faq,0.3,1.19,15.52,true,true
TKT-00223,CUST-013,2026-02-15T23:03:00,2026-02-20T12:21:56,closed,software_bug,software_bug,medium,Inventory App,false,true,SP-008,true,false,specialist_solution,1.96,51.08,109.32,false,false
TKT-00224,CUST-018,2026-01-27T04:12:00,2026-01-29T15:17:23,closed,password_reset,password_reset,medium,CRM,true,false,"",true,false,faq,4.15,7.48,59.09,true,false
TKT-00225,CUST-003,2026-02-04T16:10:00,2026-02-05T05:06:05,closed,password_reset,password_reset,medium,Identity Provider,true,false,"",true,false,faq,3.35,5.56,12.93,true,true
TKT-00226,CUST-016,2026-03-21T21:39:00,2026-03-23T06:56:49,closed,hardware_issue,login_access,low,Customer Portal,true,false,"",true,false,faq,5.75,8.42,33.3,true,true
TKT-00227,CUST-002,2026-01-29T06:55:00,2026-01-31T23:50:57,closed,email_calendar,email_calendar,high,Email,true,false,"",true,false,faq,2.41,3.67,64.93,false,false
TKT-00228,CUST-012,2026-03-18T07:37:00,2026-03-20T15:42:19,closed,login_access,login_access,medium,Customer Portal,false,true,SP-002,true,false,specialist_solution,0.86,20.13,56.09,false,false
TKT-00229,CUST-012,2026-02-13T18:05:00,2026-02-16T20:22:48,closed,network_connectivity,network_connectivity,medium,Identity Provider,true,true,SP-004,true,false,specialist_solution,0.4,28.26,74.3,false,false
TKT-00230,CUST-001,2026-02-08T08:38:00,2026-02-14T02:16:22,closed,billing_account,billing_account,medium,Customer Portal,false,true,SP-010,true,true,specialist_solution,2.41,19.53,137.64,false,false
TKT-00231,CUST-005,2026-03-05T01:51:00,2026-03-10T14:04:14,closed,billing_account,billing_account,medium,Billing System,false,true,SP-010,false,true,specialist_solution,5.13,15.23,132.22,false,false
TKT-00232,CUST-014,2026-03-02T16:21:00,2026-03-06T18:31:03,closed,other,email_calendar,medium,Email,false,true,SP-008,true,false,specialist_solution,2.52,84.28,98.17,false,false
TKT-00233,CUST-016,2026-01-27T07:23:00,2026-01-29T13:29:56,closed,password_reset,password_reset,low,Identity Provider,true,false,"",true,false,faq,1.04,2.97,54.12,true,true
TKT-00234,CUST-003,2026-03-19T09:14:00,2026-03-23T03:20:27,closed,security_request,security_request,high,Identity Provider,false,true,SP-006,true,false,specialist_solution,2.58,54.68,90.11,false,false
TKT-00235,CUST-013,2026-02-02T19:38:00,2026-02-10T02:09:22,closed,security_request,security_request,high,Identity Provider,false,true,SP-006,true,true,specialist_solution,4.26,36.38,174.52,false,false
TKT-00236,CUST-006,2026-03-15T01:43:00,2026-03-16T19:31:44,closed,password_reset,password_reset,medium,Identity Provider,true,false,"",true,false,faq,5.74,8.07,41.81,false,true
TKT-00237,CUST-017,2026-02-27T16:42:00,2026-03-02T08:43:16,closed,software_bug,software_bug,medium,Inventory App,true,false,SP-008,true,true,faq,5.39,8.26,64.02,false,false
TKT-00238,CUST-011,2026-03-06T00:45:00,2026-03-08T16:29:25,closed,network_connectivity,network_connectivity,medium,Identity Provider,false,true,SP-009,true,false,specialist_solution,3.97,15.15,63.74,false,false
TKT-00239,CUST-013,2026-02-11T19:36:00,2026-02-13T10:13:32,closed,data_reporting,data_reporting,medium,Analytics Dashboard,true,false,"",true,false,faq,2.97,5.18,38.63,true,true
TKT-00240,CUST-009,2026-02-18T05:55:00,2026-02-20T17:08:44,closed,login_access,login_access,medium,Identity Provider,true,false,"",true,false,faq,2.59,4.98,59.23,true,false
TKT-00241,CUST-017,2026-02-17T17:21:00,2026-02-19T17:27:58,closed,login_access,login_access,high,Customer Portal,false,true,SP-006,true,false,specialist_solution,2.18,13.26,48.12,false,false
TKT-00242,CUST-016,2026-02-16T16:02:00,2026-02-17T22:41:19,closed,password_reset,password_reset,low,Identity Provider,true,false,"",true,false,faq,2.08,5.36,30.66,true,true
TKT-00243,CUST-003,2026-03-18T16:29:00,2026-03-21T07:44:11,closed,password_reset,password_reset,low,Identity Provider,true,false,"",true,false,faq,0.87,3.28,63.25,true,true
TKT-00244,CUST-012,2026-01-25T07:21:00,2026-01-29T23:35:59,closed,network_connectivity,network_connectivity,medium,Identity Provider,true,false,SP-009,true,true,faq,0.41,1.54,112.25,true,false
TKT-00245,CUST-012,2026-03-27T09:52:00,2026-03-28T07:02:09,closed,other,other,low,Customer Portal,true,false,"",true,false,faq,2.24,3.84,21.17,true,true
TKT-00246,CUST-015,2026-01-15T12:57:00,2026-01-16T16:16:17,closed,network_connectivity,network_connectivity,medium,Identity Provider,true,false,"",true,false,faq,4.15,6.9,27.32,true,true
TKT-00247,CUST-014,2026-03-19T21:24:00,2026-03-21T18:06:06,closed,billing_account,billing_account,high,Billing System,false,true,SP-010,true,false,specialist_solution,3.48,18.68,44.7,false,false
TKT-00248,CUST-011,2026-01-17T07:14:00,2026-01-20T07:24:27,closed,billing_account,billing_account,high,Billing System,false,true,SP-010,true,false,specialist_solution,2.94,15.01,72.17,false,false
TKT-00249,CUST-017,2026-03-06T20:16:00,2026-03-08T02:23:00,closed,password_reset,password_reset,low,Identity Provider,true,false,"",true,false,faq,2.69,4.98,30.12,true,true
TKT-00250,CUST-016,2026-02-28T20:28:00,2026-03-05T08:37:26,closed,hardware_issue,hardware_issue,medium,Customer Portal,false,true,SP-003,true,false,specialist_solution,5.42,54.38,108.16,false,false
