ticket_id,faq_checked_at,it_member_id,faq_match_found,faq_id,match_confidence,faq_match_notes,search_terms,candidate_faq_ids,required_customer_info_available,faq_application_reason
TKT-00116,2026-03-17T00:49:26,IT-008,true,FAQ-014,0.82,Matched FAQ pattern: stale_cache_after_release,customer portal | software_bug | printer offline error,FAQ-014|FAQ-015,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00117,2026-02-01T01:20:03,IT-004,false,"",0.4,Searched FAQ knowledge base; no high-confidence match.,identity provider | login_access | account locked after travel,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00118,2026-02-21T05:15:13,IT-008,false,"",0.09,Searched FAQ knowledge base; no high-confidence match.,analytics dashboard | data_reporting | stale numbers in finance dashboard,FAQ-027|FAQ-028|FAQ-029,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00119,2026-03-05T20:02:55,IT-002,false,"",0.17,Searched FAQ knowledge base; no high-confidence match.,email | email_calendar | shared mailbox missing,FAQ-024|FAQ-025|FAQ-026,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00120,2026-03-10T06:06:17,IT-005,true,FAQ-025,0.67,Matched FAQ pattern: shared_mailbox_missing,email | email_calendar | shared mailbox missing,FAQ-024|FAQ-025|FAQ-026,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00121,2026-01-18T03:42:40,IT-001,false,"",0.21,Searched FAQ knowledge base; no high-confidence match.,vpn | network_connectivity | wi-fi drops in conference room,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00122,2026-02-09T22:47:45,IT-007,true,FAQ-001,0.68,Matched FAQ pattern: browser_redirect_loop_on_sso,customer portal | login_access | cannot log into customer portal,FAQ-001|FAQ-002|FAQ-003,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00123,2026-03-21T05:54:46,IT-004,true,FAQ-026,0.75,Matched FAQ pattern: calendar_invite_double_booking,email | email_calendar | shared mailbox missing,FAQ-024|FAQ-025|FAQ-026,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00124,2026-03-14T17:04:31,IT-002,false,"",0.18,Searched FAQ knowledge base; no high-confidence match.,vpn | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00125,2026-02-08T19:15:23,IT-005,true,FAQ-010,0.85,Matched FAQ pattern: manager_approval_for_privileged_account,identity provider | password_reset | need password reset,FAQ-010|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00126,2026-01-29T11:42:10,IT-006,false,"",0.21,Searched FAQ knowledge base; no high-confidence match.,billing system | billing_account | wrong billing region applied,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00127,2026-02-12T08:13:40,IT-002,false,"",0.21,Searched FAQ knowledge base; no high-confidence match.,crm | login_access | stuck in sso redirect loop,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00128,2026-02-18T10:51:56,IT-001,true,FAQ-003,0.69,Matched FAQ pattern: account_locked_after_failed_attempts,customer portal | login_access | mfa prompt never arrives,FAQ-001|FAQ-002|FAQ-003,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00129,2026-02-05T06:48:18,IT-002,true,FAQ-029,0.73,Matched FAQ pattern: browser_blocking_analytics_assets,crm | data_reporting | analytics dashboard not loading,FAQ-027|FAQ-028|FAQ-029,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00130,2026-02-19T09:58:40,IT-003,true,FAQ-005,0.79,Matched FAQ pattern: session_token_expired,identity provider | login_access | cannot log into customer portal,FAQ-005|FAQ-001|FAQ-002,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00131,2026-03-27T14:41:06,IT-001,true,FAQ-013,0.95,Matched FAQ pattern: invoice_email_not_received,customer portal | billing_account | wrong billing region applied,FAQ-011|FAQ-012|FAQ-013,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00132,2026-03-21T21:12:10,IT-003,true,FAQ-005,0.83,Matched FAQ pattern: session_token_expired,customer portal | login_access | mfa prompt never arrives,FAQ-005|FAQ-001|FAQ-002,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00133,2026-01-28T04:29:30,IT-005,true,FAQ-007,0.79,Matched FAQ pattern: reset_link_expired,crm | password_reset | service account password expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00134,2026-02-03T08:37:18,IT-008,false,"",0.2,Searched FAQ knowledge base; no high-confidence match.,customer portal | other | general question about software list,FAQ-032|FAQ-033,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00135,2026-03-10T02:30:26,IT-007,true,FAQ-022,0.86,Matched FAQ pattern: dns_resolver_lag,identity provider | network_connectivity | high latency to internal apps,FAQ-022|FAQ-019|FAQ-020,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00136,2026-01-24T10:47:45,IT-003,true,FAQ-009,0.85,Matched FAQ pattern: policy_block_on_complexity,identity provider | password_reset | need password reset,FAQ-009|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00137,2026-01-25T08:33:56,IT-007,false,"",0.16,Searched FAQ knowledge base; no high-confidence match.,crm | data_reporting | analytics dashboard not loading,FAQ-027|FAQ-028|FAQ-029,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00138,2026-01-20T12:05:14,IT-007,true,FAQ-005,0.91,Matched FAQ pattern: session_token_expired,customer portal | login_access | cannot log into customer portal,FAQ-005|FAQ-001|FAQ-002,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00139,2026-01-21T13:32:02,IT-004,false,"",0.23,Searched FAQ knowledge base; no high-confidence match.,customer portal | other | need help with a workflow,FAQ-032|FAQ-033,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00140,2026-02-24T18:49:57,IT-008,false,"",0.4,Searched FAQ knowledge base; no high-confidence match.,customer portal | login_access | stuck in sso redirect loop,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00141,2026-01-26T06:34:34,IT-007,true,FAQ-006,0.92,Matched FAQ pattern: self_service_reset_failed,customer portal | password_reset | need password reset,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00142,2026-02-20T08:08:00,IT-005,true,FAQ-016,0.71,Matched FAQ pattern: wireless_mouse_battery,customer portal | hardware_issue | wireless mouse not working,FAQ-016|FAQ-017|FAQ-018,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00143,2026-03-28T17:23:38,IT-005,true,FAQ-001,0.68,Matched FAQ pattern: browser_redirect_loop_on_sso,crm | login_access | mfa prompt never arrives,FAQ-001|FAQ-002|FAQ-003,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00144,2026-01-18T12:35:45,IT-004,false,"",0.26,Searched FAQ knowledge base; no high-confidence match.,crm | data_reporting | stale numbers in finance dashboard,FAQ-027|FAQ-028|FAQ-029,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00145,2026-02-09T06:56:46,IT-007,true,FAQ-008,0.82,Matched FAQ pattern: service_account_password_expired,customer portal | password_reset | service account password expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00146,2026-03-11T12:24:21,IT-001,true,FAQ-029,0.93,Matched FAQ pattern: browser_blocking_analytics_assets,analytics dashboard | data_reporting | crm export missing records,FAQ-027|FAQ-028|FAQ-029,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00147,2026-02-11T15:38:21,IT-007,true,FAQ-015,0.69,Matched FAQ pattern: saved_filter_lost_on_release,customer portal | software_bug | saved filter not loading on,FAQ-014|FAQ-015,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00148,2026-01-24T13:19:48,IT-003,false,"",0.28,Searched FAQ knowledge base; no high-confidence match.,analytics dashboard | data_reporting | stale numbers in finance dashboard,FAQ-027|FAQ-028|FAQ-029,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00149,2026-01-26T14:18:08,IT-005,true,FAQ-006,0.73,Matched FAQ pattern: self_service_reset_failed,customer portal | password_reset | service account password expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00150,2026-03-18T06:51:25,IT-005,true,FAQ-006,0.82,Matched FAQ pattern: self_service_reset_failed,identity provider | password_reset | service account password expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00151,2026-01-29T08:40:44,IT-002,true,FAQ-020,0.69,Matched FAQ pattern: vpn_split_tunnel_misconfig,vpn | network_connectivity | vpn disconnects every few minutes,FAQ-019|FAQ-020|FAQ-021,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00152,2026-03-12T18:30:15,IT-001,true,FAQ-025,0.96,Matched FAQ pattern: shared_mailbox_missing,email | email_calendar | shared mailbox missing,FAQ-024|FAQ-025|FAQ-026,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00153,2026-02-21T07:07:21,IT-006,false,"",0.4,Searched FAQ knowledge base; no high-confidence match.,customer portal | software_bug | inventory app shows stale data,FAQ-014|FAQ-015,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00154,2026-01-17T10:18:48,IT-008,false,"",0.28,Searched FAQ knowledge base; no high-confidence match.,customer portal | other | need help with a workflow,FAQ-032|FAQ-033,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00155,2026-02-28T11:13:32,IT-008,false,"",0.06,Searched FAQ knowledge base; no high-confidence match.,customer portal | billing_account | cannot download invoice pdf,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00156,2026-01-19T08:27:29,IT-006,true,FAQ-016,0.74,Matched FAQ pattern: wireless_mouse_battery,crm | hardware_issue | mfa prompt never arrives,FAQ-016|FAQ-017|FAQ-018,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00157,2026-02-14T23:15:05,IT-004,false,"",0.2,Searched FAQ knowledge base; no high-confidence match.,analytics dashboard | data_reporting | crm export missing records,FAQ-027|FAQ-028|FAQ-029,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00158,2026-03-10T16:34:37,IT-005,false,"",0.29,Searched FAQ knowledge base; no high-confidence match.,email | email_calendar | email calendar sync issue,FAQ-024|FAQ-025|FAQ-026,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00159,2026-01-19T01:01:32,IT-005,true,FAQ-009,0.75,Matched FAQ pattern: policy_block_on_complexity,identity provider | password_reset | need password reset,FAQ-009|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00160,2026-03-05T19:30:51,IT-007,true,FAQ-004,0.7,Matched FAQ pattern: sso_redirect_unmapped_email,identity provider | login_access | mfa prompt never arrives,FAQ-004|FAQ-001|FAQ-002,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00161,2026-01-26T06:42:17,IT-003,true,FAQ-010,0.8,Matched FAQ pattern: manager_approval_for_privileged_account,identity provider | password_reset | password reset link expired,FAQ-010|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00162,2026-01-20T14:07:06,IT-002,false,"",0.32,Searched FAQ knowledge base; no high-confidence match.,inventory app | software_bug | saved filter not loading on,FAQ-014|FAQ-015,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00163,2026-02-12T12:38:20,IT-008,true,FAQ-007,0.81,Matched FAQ pattern: reset_link_expired,identity provider | password_reset | service account password expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00164,2026-02-12T19:11:17,IT-007,false,"",0.4,Searched FAQ knowledge base; no high-confidence match.,customer portal | login_access | account locked after travel,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00165,2026-02-18T15:03:16,IT-003,false,"",0.33,Searched FAQ knowledge base; no high-confidence match.,analytics dashboard | data_reporting | analytics dashboard not loading,FAQ-027|FAQ-028|FAQ-029,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00166,2026-02-13T14:58:59,IT-004,true,FAQ-005,0.96,Matched FAQ pattern: session_token_expired,crm | login_access | mfa prompt never arrives,FAQ-005|FAQ-001|FAQ-002,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00167,2026-02-10T17:12:57,IT-005,false,"",0.05,Searched FAQ knowledge base; no high-confidence match.,identity provider | network_connectivity | wi-fi drops in conference room,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00168,2026-03-31T01:59:16,IT-007,false,"",0.34,Searched FAQ knowledge base; no high-confidence match.,identity provider | login_access | stuck in sso redirect loop,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00169,2026-02-20T14:07:34,IT-002,false,"",0.37,Searched FAQ knowledge base; no high-confidence match.,inventory app | software_bug | app freezes when opening report,FAQ-014|FAQ-015,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00170,2026-03-12T03:58:42,IT-006,true,FAQ-019,0.75,Matched FAQ pattern: vpn_disconnects_short_intervals,vpn | network_connectivity | vpn disconnects every few minutes,FAQ-019|FAQ-020|FAQ-021,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00171,2026-01-19T12:09:04,IT-007,false,"",0.23,Searched FAQ knowledge base; no high-confidence match.,customer portal | billing_account | invoice total looks wrong,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00172,2026-03-30T04:17:06,IT-005,true,FAQ-027,0.83,Matched FAQ pattern: dashboard_refresh_delay,analytics dashboard | data_reporting | analytics dashboard not loading,FAQ-027|FAQ-028|FAQ-029,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00173,2026-02-19T20:02:13,IT-006,false,"",0.36,Searched FAQ knowledge base; no high-confidence match.,crm | login_access | cannot log into customer portal,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00174,2026-03-16T23:21:24,IT-002,false,"",0.32,Searched FAQ knowledge base; no high-confidence match.,identity provider | network_connectivity | vpn disconnects every few minutes,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00175,2026-03-01T18:11:14,IT-002,true,FAQ-010,0.71,Matched FAQ pattern: manager_approval_for_privileged_account,identity provider | password_reset | service account password expired,FAQ-010|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00176,2026-03-26T03:48:06,IT-002,false,"",0.15,Searched FAQ knowledge base; no high-confidence match.,customer portal | other | general question about software list,FAQ-032|FAQ-033,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00177,2026-01-19T13:09:49,IT-006,true,FAQ-014,0.89,Matched FAQ pattern: stale_cache_after_release,email | software_bug | shared mailbox missing,FAQ-014|FAQ-015,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00178,2026-02-04T07:55:48,IT-008,false,"",0.34,Searched FAQ knowledge base; no high-confidence match.,customer portal | hardware_issue | printer offline error,FAQ-016|FAQ-017|FAQ-018,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00179,2026-01-19T06:08:09,IT-004,false,"",0.22,Searched FAQ knowledge base; no high-confidence match.,analytics dashboard | software_bug | saved filter not loading on,FAQ-014|FAQ-015,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00180,2026-03-28T16:22:29,IT-007,true,FAQ-006,0.91,Matched FAQ pattern: self_service_reset_failed,crm | password_reset | password reset link expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00181,2026-03-25T04:43:11,IT-002,false,"",0.37,Searched FAQ knowledge base; no high-confidence match.,email | email_calendar | out of office not sending,FAQ-024|FAQ-025|FAQ-026,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00182,2026-02-08T12:49:29,IT-008,false,"",0.4,Searched FAQ knowledge base; no high-confidence match.,billing system | billing_account | invoice total looks wrong,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00183,2026-02-16T14:49:06,IT-007,true,FAQ-001,0.91,Matched FAQ pattern: browser_redirect_loop_on_sso,crm | login_access | account locked after travel,FAQ-001|FAQ-002|FAQ-003,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00184,2026-02-13T13:24:13,IT-005,false,"",0.09,Searched FAQ knowledge base; no high-confidence match.,customer portal | billing_account | invoice total looks wrong,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00185,2026-02-05T03:16:23,IT-002,false,"",0.3,Searched FAQ knowledge base; no high-confidence match.,email | email_calendar | shared mailbox missing,FAQ-024|FAQ-025|FAQ-026,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00186,2026-02-28T03:42:58,IT-007,false,"",0.1,Searched FAQ knowledge base; no high-confidence match.,vpn | network_connectivity | wi-fi drops in conference room,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00187,2026-02-15T07:47:23,IT-006,false,"",0.1,Searched FAQ knowledge base; no high-confidence match.,identity provider | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00188,2026-02-08T12:44:22,IT-007,true,FAQ-004,0.85,Matched FAQ pattern: sso_redirect_unmapped_email,customer portal | login_access | stuck in sso redirect loop,FAQ-004|FAQ-001|FAQ-002,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00189,2026-01-18T00:42:44,IT-006,true,FAQ-022,0.91,Matched FAQ pattern: dns_resolver_lag,vpn | network_connectivity | vpn disconnects every few minutes,FAQ-022|FAQ-019|FAQ-020,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00190,2026-02-18T02:52:50,IT-006,false,"",0.25,Searched FAQ knowledge base; no high-confidence match.,inventory app | data_reporting | crm export missing records,FAQ-027|FAQ-028|FAQ-029,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00191,2026-03-25T22:03:38,IT-001,false,"",0.28,Searched FAQ knowledge base; no high-confidence match.,customer portal | password_reset | service account password expired,FAQ-006|FAQ-007|FAQ-008,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00192,2026-03-31T05:35:43,IT-006,false,"",0.3,Searched FAQ knowledge base; no high-confidence match.,email | email_calendar | email calendar sync issue,FAQ-024|FAQ-025|FAQ-026,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00193,2026-03-03T21:37:30,IT-001,true,FAQ-002,0.96,Matched FAQ pattern: mfa_code_not_received,crm | login_access | stuck in sso redirect loop,FAQ-001|FAQ-002|FAQ-003,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00194,2026-03-27T19:58:51,IT-007,false,"",0.05,Searched FAQ knowledge base; no high-confidence match.,identity provider | login_access | mfa prompt never arrives,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00195,2026-03-15T17:17:03,IT-001,false,"",0.39,Searched FAQ knowledge base; no high-confidence match.,crm | data_reporting | crm export missing records,FAQ-027|FAQ-028|FAQ-029,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00196,2026-02-23T01:00:44,IT-008,false,"",0.17,Searched FAQ knowledge base; no high-confidence match.,crm | login_access | stuck in sso redirect loop,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00197,2026-03-11T15:29:12,IT-001,false,"",0.35,Searched FAQ knowledge base; no high-confidence match.,crm | password_reset | password reset link expired,FAQ-006|FAQ-007|FAQ-008,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00198,2026-03-23T04:03:43,IT-007,true,FAQ-009,0.92,Matched FAQ pattern: policy_block_on_complexity,crm | password_reset | password reset link expired,FAQ-009|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00199,2026-03-02T16:25:41,IT-002,false,"",0.25,Searched FAQ knowledge base; no high-confidence match.,customer portal | other | general question about software list,FAQ-032|FAQ-033,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00200,2026-02-18T01:42:30,IT-007,true,FAQ-026,0.96,Matched FAQ pattern: calendar_invite_double_booking,email | email_calendar | out of office not sending,FAQ-024|FAQ-025|FAQ-026,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00201,2026-03-07T18:20:29,IT-007,true,FAQ-010,0.94,Matched FAQ pattern: manager_approval_for_privileged_account,crm | password_reset | password reset link expired,FAQ-010|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00202,2026-03-22T06:47:40,IT-004,false,"",0.26,Searched FAQ knowledge base; no high-confidence match.,customer portal | billing_account | wrong billing region applied,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00203,2026-03-27T03:25:44,IT-007,true,FAQ-020,0.84,Matched FAQ pattern: vpn_split_tunnel_misconfig,identity provider | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00204,2026-03-01T01:36:36,IT-004,true,FAQ-020,0.66,Matched FAQ pattern: vpn_split_tunnel_misconfig,identity provider | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00205,2026-01-28T03:17:09,IT-005,false,"",0.1,Searched FAQ knowledge base; no high-confidence match.,billing system | billing_account | invoice total looks wrong,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00206,2026-02-02T03:36:07,IT-001,true,FAQ-005,0.83,Matched FAQ pattern: session_token_expired,customer portal | login_access | stuck in sso redirect loop,FAQ-005|FAQ-001|FAQ-002,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00207,2026-02-10T13:25:55,IT-006,false,"",0.18,Searched FAQ knowledge base; no high-confidence match.,vpn | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00208,2026-01-22T12:07:36,IT-001,false,"",0.41,Searched FAQ knowledge base; no high-confidence match.,vpn | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00209,2026-03-29T09:24:51,IT-002,true,FAQ-017,0.96,Matched FAQ pattern: shared_printer_offline,customer portal | hardware_issue | wireless mouse not working,FAQ-016|FAQ-017|FAQ-018,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00210,2026-03-01T02:19:35,IT-008,false,"",0.28,Searched FAQ knowledge base; no high-confidence match.,customer portal | other | equipment return process,FAQ-032|FAQ-033,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00211,2026-03-04T23:45:13,IT-001,true,FAQ-010,0.7,Matched FAQ pattern: manager_approval_for_privileged_account,crm | password_reset | password reset link expired,FAQ-010|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00212,2026-02-01T03:00:02,IT-001,false,"",0.21,Searched FAQ knowledge base; no high-confidence match.,identity provider | security_request | vendor needs limited portal access,FAQ-030|FAQ-031,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00213,2026-02-19T10:36:34,IT-006,true,FAQ-008,0.86,Matched FAQ pattern: service_account_password_expired,customer portal | password_reset | password reset link expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00214,2026-02-04T05:13:55,IT-006,true,FAQ-019,0.74,Matched FAQ pattern: vpn_disconnects_short_intervals,identity provider | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00215,2026-03-11T01:22:03,IT-004,false,"",0.06,Searched FAQ knowledge base; no high-confidence match.,analytics dashboard | software_bug | records missing after crm export,FAQ-014|FAQ-015,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00216,2026-02-16T19:19:46,IT-005,true,FAQ-024,0.72,Matched FAQ pattern: out_of_office_disabled,email | email_calendar | email calendar sync issue,FAQ-024|FAQ-025|FAQ-026,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00217,2026-03-28T10:36:28,IT-004,true,FAQ-006,0.78,Matched FAQ pattern: self_service_reset_failed,customer portal | password_reset | password reset link expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00218,2026-03-13T03:00:38,IT-007,false,"",0.32,Searched FAQ knowledge base; no high-confidence match.,crm | login_access | cannot log into customer portal,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00219,2026-03-27T04:13:35,IT-005,true,FAQ-030,0.89,Matched FAQ pattern: suspicious_login_remediation,identity provider | security_request | need access for new employee,FAQ-030|FAQ-031,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00220,2026-02-22T19:03:33,IT-001,false,"",0.08,Searched FAQ knowledge base; no high-confidence match.,identity provider | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00221,2026-03-04T18:06:47,IT-003,false,"",0.45,Searched FAQ knowledge base; no high-confidence match.,customer portal | hardware_issue | wireless mouse not working,FAQ-016|FAQ-017|FAQ-018,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00222,2026-01-21T10:16:32,IT-007,true,FAQ-005,0.81,Matched FAQ pattern: session_token_expired,identity provider | login_access | cannot log into customer portal,FAQ-005|FAQ-001|FAQ-002,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00223,2026-02-16T02:15:31,IT-002,false,"",0.21,Searched FAQ knowledge base; no high-confidence match.,inventory app | software_bug | saved filter not loading on,FAQ-014|FAQ-015,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00224,2026-01-27T10:02:14,IT-003,true,FAQ-008,0.89,Matched FAQ pattern: service_account_password_expired,crm | password_reset | password reset link expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00225,2026-02-04T21:19:54,IT-003,true,FAQ-009,0.89,Matched FAQ pattern: policy_block_on_complexity,identity provider | password_reset | need password reset,FAQ-009|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00226,2026-03-22T04:42:25,IT-006,true,FAQ-016,0.93,Matched FAQ pattern: wireless_mouse_battery,customer portal | hardware_issue | account locked after travel,FAQ-016|FAQ-017|FAQ-018,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00227,2026-01-29T09:57:31,IT-004,true,FAQ-026,0.68,Matched FAQ pattern: calendar_invite_double_booking,email | email_calendar | out of office not sending,FAQ-024|FAQ-025|FAQ-026,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00228,2026-03-18T09:25:06,IT-003,false,"",0.33,Searched FAQ knowledge base; no high-confidence match.,customer portal | login_access | stuck in sso redirect loop,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00229,2026-02-13T19:40:55,IT-001,true,FAQ-022,0.97,Matched FAQ pattern: dns_resolver_lag,identity provider | network_connectivity | wi-fi drops in conference room,FAQ-022|FAQ-019|FAQ-020,true,FAQ symptoms and required context appear sufficient for first response.
