event_id,ticket_id,event_time,event_type,actor_type,actor_id,event_notes
EVT-0000557,TKT-00059,2026-01-17T16:10:09,specialist_solution_created,it_specialist,SP-001,root_cause=Driver mismatch with current OS image
EVT-0000558,TKT-00059,2026-01-17T16:33:14,specialist_response_drafted,it_team,IT-003,""
EVT-0000559,TKT-00059,2026-01-17T17:10:00,specialist_response_sent,it_team,IT-003,""
EVT-0000560,TKT-00059,2026-01-18T08:04:51,customer_resolution_accepted,customer,CUST-014,""
EVT-0000561,TKT-00059,2026-01-18T08:36:49,ticket_closed,it_team,IT-003,accepted_first_attempt
EVT-0000562,TKT-00060,2026-03-14T06:37:00,ticket_submitted,customer,CUST-002,channel=portal
EVT-0000563,TKT-00060,2026-03-14T08:04:00,ticket_triaged,it_team,IT-006,category=email_calendar; priority=medium
EVT-0000564,TKT-00060,2026-03-14T09:36:39,faq_checked,it_team,IT-006,match=False; confidence=0.29
EVT-0000565,TKT-00060,2026-03-14T10:06:44,ticket_escalated,it_team,IT-006,to specialist SP-006; missing_info=True
EVT-0000566,TKT-00060,2026-03-14T13:39:07,specialist_investigation_started,it_specialist,SP-006,""
EVT-0000567,TKT-00060,2026-03-14T20:10:07,specialist_solution_created,it_specialist,SP-006,root_cause=Stale OAuth token in calendar provider
EVT-0000568,TKT-00060,2026-03-14T20:25:27,specialist_response_drafted,it_team,IT-006,""
EVT-0000569,TKT-00060,2026-03-14T20:44:27,specialist_response_sent,it_team,IT-006,""
EVT-0000570,TKT-00060,2026-03-16T09:51:13,customer_resolution_accepted,customer,CUST-002,""
EVT-0000571,TKT-00060,2026-03-16T10:42:58,ticket_closed,it_team,IT-006,accepted_first_attempt
EVT-0000572,TKT-00061,2026-02-24T11:58:00,ticket_submitted,customer,CUST-004,channel=phone
EVT-0000573,TKT-00061,2026-02-24T12:51:53,ticket_triaged,it_team,IT-005,category=login_access; priority=high
EVT-0000574,TKT-00061,2026-02-24T13:04:26,faq_checked,it_team,IT-005,match=False; confidence=0.13
EVT-0000575,TKT-00061,2026-02-24T14:14:13,ticket_escalated,it_team,IT-005,to specialist SP-002; missing_info=False
EVT-0000576,TKT-00061,2026-02-24T19:25:07,specialist_investigation_started,it_specialist,SP-002,""
EVT-0000577,TKT-00061,2026-02-25T00:17:13,specialist_solution_created,it_specialist,SP-002,root_cause=Permission cache out of sync between SSO and target system
EVT-0000578,TKT-00061,2026-02-25T00:39:21,specialist_response_drafted,it_team,IT-005,""
EVT-0000579,TKT-00061,2026-02-25T01:01:49,specialist_response_sent,it_team,IT-005,""
EVT-0000580,TKT-00061,2026-02-25T15:39:38,customer_resolution_rejected,customer,CUST-004,Need different approach
EVT-0000581,TKT-00061,2026-02-25T18:13:32,rejection_verified,it_team,IT-005,""
EVT-0000582,TKT-00061,2026-02-25T18:38:32,ticket_reopened,it_team,IT-005,""
EVT-0000583,TKT-00061,2026-02-25T19:34:09,ticket_escalated,it_team,IT-005,to specialist SP-006; reopen=True
EVT-0000584,TKT-00061,2026-02-25T21:05:12,specialist_investigation_started,it_specialist,SP-006,post_reopen
EVT-0000585,TKT-00061,2026-02-26T00:12:16,specialist_solution_created,it_specialist,SP-006,post_reopen
EVT-0000586,TKT-00061,2026-02-26T00:51:39,specialist_response_drafted,it_team,IT-005,post_reopen
EVT-0000587,TKT-00061,2026-02-26T01:27:40,specialist_response_sent,it_team,IT-005,post_reopen
EVT-0000588,TKT-00061,2026-02-26T14:04:08,customer_resolution_accepted,customer,CUST-004,post_reopen
EVT-0000589,TKT-00061,2026-02-26T14:14:43,ticket_closed,it_team,IT-005,accepted_after_reopen
EVT-0000590,TKT-00062,2026-01-17T12:54:00,ticket_submitted,customer,CUST-006,channel=phone
EVT-0000591,TKT-00062,2026-01-17T16:24:29,ticket_triaged,it_team,IT-008,category=software_bug; priority=high
EVT-0000592,TKT-00062,2026-01-17T16:43:33,faq_checked,it_team,IT-008,match=False; confidence=0.22
EVT-0000593,TKT-00062,2026-01-17T17:58:55,ticket_escalated,it_team,IT-008,to specialist SP-008; missing_info=False
EVT-0000594,TKT-00062,2026-01-17T19:39:57,specialist_investigation_started,it_specialist,SP-008,""
EVT-0000595,TKT-00062,2026-01-18T19:17:06,specialist_solution_created,it_specialist,SP-008,root_cause=Race condition in background sync job
EVT-0000596,TKT-00062,2026-01-18T19:56:50,specialist_response_drafted,it_team,IT-008,""
EVT-0000597,TKT-00062,2026-01-18T20:09:38,specialist_response_sent,it_team,IT-008,""
EVT-0000598,TKT-00062,2026-01-19T09:19:44,customer_resolution_accepted,customer,CUST-006,""
EVT-0000599,TKT-00062,2026-01-19T11:18:41,ticket_closed,it_team,IT-008,accepted_first_attempt
EVT-0000600,TKT-00063,2026-03-25T04:59:00,ticket_submitted,customer,CUST-006,channel=email
EVT-0000601,TKT-00063,2026-03-25T10:51:19,ticket_triaged,it_team,IT-001,category=software_bug; priority=high
EVT-0000602,TKT-00063,2026-03-25T11:37:27,faq_checked,it_team,IT-001,match=True; confidence=0.75
EVT-0000603,TKT-00063,2026-03-25T11:48:06,ticket_escalated,it_team,IT-001,to specialist SP-008; missing_info=False
EVT-0000604,TKT-00063,2026-03-25T16:53:39,specialist_investigation_started,it_specialist,SP-008,""
EVT-0000605,TKT-00063,2026-03-26T18:35:17,specialist_solution_created,it_specialist,SP-008,root_cause=Race condition in background sync job
EVT-0000606,TKT-00063,2026-03-26T19:41:03,specialist_response_drafted,it_team,IT-001,""
EVT-0000607,TKT-00063,2026-03-26T19:56:10,specialist_response_sent,it_team,IT-001,""
EVT-0000608,TKT-00063,2026-03-27T19:15:58,customer_resolution_accepted,customer,CUST-006,""
EVT-0000609,TKT-00063,2026-03-27T19:36:51,ticket_closed,it_team,IT-001,accepted_first_attempt
EVT-0000610,TKT-00064,2026-03-10T19:31:00,ticket_submitted,customer,CUST-012,channel=portal
EVT-0000611,TKT-00064,2026-03-10T23:04:17,ticket_triaged,it_team,IT-002,category=password_reset; priority=low
EVT-0000612,TKT-00064,2026-03-11T00:03:57,faq_checked,it_team,IT-002,match=True; confidence=0.66
EVT-0000613,TKT-00064,2026-03-11T00:11:39,faq_response_drafted,it_team,IT-002,""
EVT-0000614,TKT-00064,2026-03-11T00:25:12,faq_response_sent,it_team,IT-002,""
EVT-0000615,TKT-00064,2026-03-13T08:38:03,customer_resolution_accepted,customer,CUST-012,""
EVT-0000616,TKT-00064,2026-03-13T09:00:50,ticket_closed,it_team,IT-002,accepted_first_attempt
EVT-0000617,TKT-00065,2026-01-19T16:43:00,ticket_submitted,customer,CUST-017,channel=email
EVT-0000618,TKT-00065,2026-01-19T19:05:03,ticket_triaged,it_team,IT-002,category=password_reset; priority=medium
EVT-0000619,TKT-00065,2026-01-19T20:27:31,faq_checked,it_team,IT-002,match=True; confidence=0.83
EVT-0000620,TKT-00065,2026-01-19T20:44:07,faq_response_drafted,it_team,IT-002,""
EVT-0000621,TKT-00065,2026-01-19T21:13:42,faq_response_sent,it_team,IT-002,""
EVT-0000622,TKT-00065,2026-01-20T02:02:02,customer_resolution_accepted,customer,CUST-017,""
EVT-0000623,TKT-00065,2026-01-20T02:50:07,ticket_closed,it_team,IT-002,accepted_first_attempt
EVT-0000624,TKT-00066,2026-03-22T20:47:00,ticket_submitted,customer,CUST-006,channel=phone
EVT-0000625,TKT-00066,2026-03-23T00:56:05,ticket_triaged,it_team,IT-004,category=other; priority=high
EVT-0000626,TKT-00066,2026-03-23T02:17:55,faq_checked,it_team,IT-004,match=False; confidence=0.43
EVT-0000627,TKT-00066,2026-03-23T02:53:33,ticket_escalated,it_team,IT-004,to specialist SP-008; missing_info=False
EVT-0000628,TKT-00066,2026-03-23T07:41:00,specialist_investigation_started,it_specialist,SP-008,""
EVT-0000629,TKT-00066,2026-03-24T01:29:01,specialist_solution_created,it_specialist,SP-008,root_cause=Cross-team request requiring case-by-case handling
EVT-0000630,TKT-00066,2026-03-24T01:37:38,specialist_response_drafted,it_team,IT-004,""
EVT-0000631,TKT-00066,2026-03-24T01:43:29,specialist_response_sent,it_team,IT-004,""
EVT-0000632,TKT-00066,2026-03-24T14:49:52,customer_resolution_accepted,customer,CUST-006,""
EVT-0000633,TKT-00066,2026-03-24T14:58:30,ticket_closed,it_team,IT-004,accepted_first_attempt
EVT-0000634,TKT-00067,2026-02-04T14:57:00,ticket_submitted,customer,CUST-001,channel=portal
EVT-0000635,TKT-00067,2026-02-04T19:39:42,ticket_triaged,it_team,IT-002,category=network_connectivity; priority=medium
EVT-0000636,TKT-00067,2026-02-04T21:39:33,faq_checked,it_team,IT-002,match=False; confidence=0.13
EVT-0000637,TKT-00067,2026-02-04T21:51:31,ticket_escalated,it_team,IT-002,to specialist SP-009; missing_info=False
EVT-0000638,TKT-00067,2026-02-05T01:58:52,specialist_investigation_started,it_specialist,SP-009,""
EVT-0000639,TKT-00067,2026-02-05T12:18:31,specialist_solution_created,it_specialist,SP-009,root_cause=Misconfigured route on regional gateway
EVT-0000640,TKT-00067,2026-02-05T13:32:42,specialist_response_drafted,it_team,IT-002,""
EVT-0000641,TKT-00067,2026-02-05T14:14:55,specialist_response_sent,it_team,IT-002,""
EVT-0000642,TKT-00067,2026-02-08T01:01:06,customer_resolution_accepted,customer,CUST-001,""
EVT-0000643,TKT-00067,2026-02-08T01:46:28,ticket_closed,it_team,IT-002,accepted_first_attempt
EVT-0000644,TKT-00068,2026-03-29T22:41:00,ticket_submitted,customer,CUST-007,channel=portal
EVT-0000645,TKT-00068,2026-03-29T23:42:21,ticket_triaged,it_team,IT-006,category=data_reporting; priority=medium
EVT-0000646,TKT-00068,2026-03-30T01:11:03,faq_checked,it_team,IT-006,match=False; confidence=0.15
EVT-0000647,TKT-00068,2026-03-30T02:10:36,ticket_escalated,it_team,IT-006,to specialist SP-005; missing_info=False
EVT-0000648,TKT-00068,2026-03-30T07:09:34,specialist_investigation_started,it_specialist,SP-005,""
EVT-0000649,TKT-00068,2026-03-31T08:22:28,specialist_solution_created,it_specialist,SP-005,root_cause=Warehouse job missed scheduled run
EVT-0000650,TKT-00068,2026-03-31T08:32:43,specialist_response_drafted,it_team,IT-006,""
EVT-0000651,TKT-00068,2026-03-31T09:01:45,specialist_response_sent,it_team,IT-006,""
EVT-0000652,TKT-00068,2026-03-31T22:30:17,customer_resolution_rejected,customer,CUST-007,Need different approach
EVT-0000653,TKT-00068,2026-04-01T01:37:44,rejection_verified,it_team,IT-006,""
EVT-0000654,TKT-00068,2026-04-01T03:08:03,ticket_reopened,it_team,IT-006,""
EVT-0000655,TKT-00068,2026-04-01T04:28:54,ticket_escalated,it_team,IT-006,to specialist SP-005; reopen=True
EVT-0000656,TKT-00068,2026-04-01T07:25:30,specialist_investigation_started,it_specialist,SP-005,post_reopen
EVT-0000657,TKT-00068,2026-04-02T23:52:32,specialist_solution_created,it_specialist,SP-005,post_reopen
EVT-0000658,TKT-00068,2026-04-03T00:58:48,specialist_response_drafted,it_team,IT-006,post_reopen
EVT-0000659,TKT-00068,2026-04-03T01:09:44,specialist_response_sent,it_team,IT-006,post_reopen
EVT-0000660,TKT-00068,2026-04-03T21:28:37,customer_resolution_accepted,customer,CUST-007,post_reopen
EVT-0000661,TKT-00068,2026-04-03T22:07:51,ticket_closed,it_team,IT-006,accepted_after_reopen
EVT-0000662,TKT-00069,2026-01-18T23:35:00,ticket_submitted,customer,CUST-004,channel=portal
EVT-0000663,TKT-00069,2026-01-18T23:51:07,ticket_triaged,it_team,IT-003,category=security_request; priority=high
EVT-0000664,TKT-00069,2026-01-19T00:58:35,faq_checked,it_team,IT-003,match=True; confidence=0.92
EVT-0000665,TKT-00069,2026-01-19T01:58:36,faq_response_drafted,it_team,IT-003,""
EVT-0000666,TKT-00069,2026-01-19T02:16:32,faq_response_sent,it_team,IT-003,""
EVT-0000667,TKT-00069,2026-01-19T21:57:56,customer_resolution_rejected,customer,CUST-004,Steps did not resolve the issue
EVT-0000668,TKT-00069,2026-01-20T01:04:15,rejection_verified,it_team,IT-003,""
EVT-0000669,TKT-00069,2026-01-20T01:47:06,ticket_reopened,it_team,IT-003,""
EVT-0000670,TKT-00069,2026-01-20T03:22:22,ticket_escalated,it_team,IT-003,to specialist SP-006; reopen=True
EVT-0000671,TKT-00069,2026-01-20T06:56:22,specialist_investigation_started,it_specialist,SP-006,post_reopen
EVT-0000672,TKT-00069,2026-01-21T10:26:04,specialist_solution_created,it_specialist,SP-006,post_reopen
EVT-0000673,TKT-00069,2026-01-21T10:32:11,specialist_response_drafted,it_team,IT-003,post_reopen
EVT-0000674,TKT-00069,2026-01-21T10:44:22,specialist_response_sent,it_team,IT-003,post_reopen
EVT-0000675,TKT-00069,2026-01-22T20:43:19,customer_resolution_accepted,customer,CUST-004,post_reopen
EVT-0000676,TKT-00069,2026-01-22T22:39:13,ticket_closed,it_team,IT-003,accepted_after_reopen
EVT-0000677,TKT-00070,2026-03-10T21:06:00,ticket_submitted,customer,CUST-009,channel=portal
EVT-0000678,TKT-00070,2026-03-10T21:23:08,ticket_triaged,it_team,IT-002,category=data_reporting; priority=medium
EVT-0000679,TKT-00070,2026-03-10T21:36:21,faq_checked,it_team,IT-002,match=True; confidence=0.94
EVT-0000680,TKT-00070,2026-03-10T22:37:00,faq_response_drafted,it_team,IT-002,""
EVT-0000681,TKT-00070,2026-03-10T22:44:14,faq_response_sent,it_team,IT-002,""
EVT-0000682,TKT-00070,2026-03-11T19:06:07,customer_resolution_rejected,customer,CUST-009,Issue recurred after a few hours
EVT-0000683,TKT-00070,2026-03-11T21:07:12,rejection_verified,it_team,IT-002,""
EVT-0000684,TKT-00070,2026-03-12T00:52:30,ticket_closed,it_team,IT-002,closed_unresolved_no_reopen
EVT-0000685,TKT-00071,2026-01-20T12:50:00,ticket_submitted,customer,CUST-007,channel=portal
EVT-0000686,TKT-00071,2026-01-20T18:00:49,ticket_triaged,it_team,IT-005,category=email_calendar; priority=low
EVT-0000687,TKT-00071,2026-01-20T18:46:14,faq_checked,it_team,IT-005,match=True; confidence=0.65
EVT-0000688,TKT-00071,2026-01-20T20:02:22,faq_response_drafted,it_team,IT-005,""
EVT-0000689,TKT-00071,2026-01-20T20:14:35,faq_response_sent,it_team,IT-005,""
EVT-0000690,TKT-00071,2026-01-21T00:57:02,customer_resolution_accepted,customer,CUST-007,""
EVT-0000691,TKT-00071,2026-01-21T02:51:23,ticket_closed,it_team,IT-005,accepted_first_attempt
EVT-0000692,TKT-00072,2026-02-06T14:11:00,ticket_submitted,customer,CUST-003,channel=portal
EVT-0000693,TKT-00072,2026-02-06T19:31:44,ticket_triaged,it_team,IT-004,category=hardware_issue; priority=low
EVT-0000694,TKT-00072,2026-02-06T19:53:57,faq_checked,it_team,IT-004,match=True; confidence=0.68
EVT-0000695,TKT-00072,2026-02-06T20:55:03,faq_response_drafted,it_team,IT-004,""
EVT-0000696,TKT-00072,2026-02-06T21:37:57,faq_response_sent,it_team,IT-004,""
EVT-0000697,TKT-00072,2026-02-08T15:03:38,customer_resolution_accepted,customer,CUST-003,""
EVT-0000698,TKT-00072,2026-02-08T16:57:53,ticket_closed,it_team,IT-004,accepted_first_attempt
EVT-0000699,TKT-00073,2026-01-28T21:12:00,ticket_submitted,customer,CUST-001,channel=portal
EVT-0000700,TKT-00073,2026-01-29T00:07:02,ticket_triaged,it_team,IT-006,category=billing_account; priority=medium
EVT-0000701,TKT-00073,2026-01-29T00:14:57,faq_checked,it_team,IT-006,match=True; confidence=0.82
EVT-0000702,TKT-00073,2026-01-29T00:28:11,faq_response_drafted,it_team,IT-006,""
EVT-0000703,TKT-00073,2026-01-29T00:36:30,faq_response_sent,it_team,IT-006,""
EVT-0000704,TKT-00073,2026-01-29T12:30:59,customer_resolution_accepted,customer,CUST-001,""
EVT-0000705,TKT-00073,2026-01-29T13:48:26,ticket_closed,it_team,IT-006,accepted_first_attempt
EVT-0000706,TKT-00074,2026-01-22T04:44:00,ticket_submitted,customer,CUST-015,channel=portal
EVT-0000707,TKT-00074,2026-01-22T08:45:52,ticket_triaged,it_team,IT-001,category=password_reset; priority=low
EVT-0000708,TKT-00074,2026-01-22T09:13:39,faq_checked,it_team,IT-001,match=True; confidence=0.9
EVT-0000709,TKT-00074,2026-01-22T09:44:10,faq_response_drafted,it_team,IT-001,""
EVT-0000710,TKT-00074,2026-01-22T09:56:01,faq_response_sent,it_team,IT-001,""
EVT-0000711,TKT-00074,2026-01-23T19:24:17,customer_resolution_accepted,customer,CUST-015,""
EVT-0000712,TKT-00074,2026-01-23T21:15:12,ticket_closed,it_team,IT-001,accepted_first_attempt
EVT-0000713,TKT-00075,2026-03-30T18:45:00,ticket_submitted,customer,CUST-004,channel=portal
EVT-0000714,TKT-00075,2026-03-30T20:53:19,ticket_triaged,it_team,IT-001,category=other; priority=medium
EVT-0000715,TKT-00075,2026-03-30T21:59:21,faq_checked,it_team,IT-001,match=False; confidence=0.17
EVT-0000716,TKT-00075,2026-03-30T22:40:57,ticket_escalated,it_team,IT-001,to specialist SP-008; missing_info=False
EVT-0000717,TKT-00075,2026-03-31T02:14:38,specialist_investigation_started,it_specialist,SP-008,""
EVT-0000718,TKT-00075,2026-04-01T09:59:59,specialist_solution_created,it_specialist,SP-008,root_cause=Cross-team request requiring case-by-case handling
EVT-0000719,TKT-00075,2026-04-01T10:42:07,specialist_response_drafted,it_team,IT-001,""
EVT-0000720,TKT-00075,2026-04-01T10:59:24,specialist_response_sent,it_team,IT-001,""
EVT-0000721,TKT-00075,2026-04-02T18:00:40,customer_resolution_accepted,customer,CUST-004,""
EVT-0000722,TKT-00075,2026-04-02T18:21:10,ticket_closed,it_team,IT-001,accepted_first_attempt
EVT-0000723,TKT-00076,2026-03-14T17:30:00,ticket_submitted,customer,CUST-001,channel=email
EVT-0000724,TKT-00076,2026-03-14T17:56:16,ticket_triaged,it_team,IT-008,category=password_reset; priority=medium
EVT-0000725,TKT-00076,2026-03-14T18:10:48,faq_checked,it_team,IT-008,match=True; confidence=0.82
EVT-0000726,TKT-00076,2026-03-14T18:58:51,faq_response_drafted,it_team,IT-008,""
EVT-0000727,TKT-00076,2026-03-14T19:18:30,faq_response_sent,it_team,IT-008,""
EVT-0000728,TKT-00076,2026-03-15T06:12:04,customer_resolution_accepted,customer,CUST-001,""
EVT-0000729,TKT-00076,2026-03-15T07:08:05,ticket_closed,it_team,IT-008,accepted_first_attempt
EVT-0000730,TKT-00077,2026-03-04T17:15:00,ticket_submitted,customer,CUST-010,channel=email
EVT-0000731,TKT-00077,2026-03-04T17:56:25,ticket_triaged,it_team,IT-004,category=network_connectivity; priority=urgent
EVT-0000732,TKT-00077,2026-03-04T18:31:35,faq_checked,it_team,IT-004,match=False; confidence=0.17
EVT-0000733,TKT-00077,2026-03-04T19:54:14,ticket_escalated,it_team,IT-004,to specialist SP-004; missing_info=False
EVT-0000734,TKT-00077,2026-03-05T00:35:42,specialist_investigation_started,it_specialist,SP-004,""
EVT-0000735,TKT-00077,2026-03-05T09:43:37,specialist_solution_created,it_specialist,SP-004,root_cause=Misconfigured route on regional gateway
EVT-0000736,TKT-00077,2026-03-05T10:05:12,specialist_response_drafted,it_team,IT-004,""
EVT-0000737,TKT-00077,2026-03-05T10:36:41,specialist_response_sent,it_team,IT-004,""
EVT-0000738,TKT-00077,2026-03-07T10:17:36,customer_resolution_accepted,customer,CUST-010,""
EVT-0000739,TKT-00077,2026-03-07T10:36:31,ticket_closed,it_team,IT-004,accepted_first_attempt
EVT-0000740,TKT-00078,2026-02-04T19:23:00,ticket_submitted,customer,CUST-010,channel=email
EVT-0000741,TKT-00078,2026-02-05T00:16:08,ticket_triaged,it_team,IT-003,category=password_reset; priority=medium
EVT-0000742,TKT-00078,2026-02-05T01:14:35,faq_checked,it_team,IT-003,match=True; confidence=0.85
EVT-0000743,TKT-00078,2026-02-05T01:43:32,faq_response_drafted,it_team,IT-003,""
EVT-0000744,TKT-00078,2026-02-05T02:27:56,faq_response_sent,it_team,IT-003,""
EVT-0000745,TKT-00078,2026-02-06T15:46:44,customer_resolution_accepted,customer,CUST-010,""
EVT-0000746,TKT-00078,2026-02-06T17:30:17,ticket_closed,it_team,IT-003,accepted_first_attempt
EVT-0000747,TKT-00079,2026-03-21T03:06:00,ticket_submitted,customer,CUST-003,channel=phone
EVT-0000748,TKT-00079,2026-03-21T07:53:42,ticket_triaged,it_team,IT-001,category=email_calendar; priority=medium
EVT-0000749,TKT-00079,2026-03-21T09:16:52,faq_checked,it_team,IT-001,match=True; confidence=0.95
EVT-0000750,TKT-00079,2026-03-21T10:40:20,faq_response_drafted,it_team,IT-001,""
EVT-0000751,TKT-00079,2026-03-21T10:49:50,faq_response_sent,it_team,IT-001,""
EVT-0000752,TKT-00079,2026-03-22T19:56:23,customer_resolution_accepted,customer,CUST-003,""
EVT-0000753,TKT-00079,2026-03-22T21:07:47,ticket_closed,it_team,IT-001,accepted_first_attempt
EVT-0000754,TKT-00080,2026-03-13T04:18:00,ticket_submitted,customer,CUST-007,channel=email
EVT-0000755,TKT-00080,2026-03-13T06:10:11,ticket_triaged,it_team,IT-004,category=login_access; priority=low
EVT-0000756,TKT-00080,2026-03-13T07:40:38,faq_checked,it_team,IT-004,match=False; confidence=0.43
EVT-0000757,TKT-00080,2026-03-13T09:03:08,ticket_escalated,it_team,IT-004,to specialist SP-006; missing_info=False
EVT-0000758,TKT-00080,2026-03-13T11:32:11,specialist_investigation_started,it_specialist,SP-006,""
EVT-0000759,TKT-00080,2026-03-13T15:41:29,specialist_solution_created,it_specialist,SP-006,root_cause=Permission cache out of sync between SSO and target system
EVT-0000760,TKT-00080,2026-03-13T15:55:01,specialist_response_drafted,it_team,IT-004,""
EVT-0000761,TKT-00080,2026-03-13T16:27:11,specialist_response_sent,it_team,IT-004,""
EVT-0000762,TKT-00080,2026-03-14T07:40:20,customer_resolution_accepted,customer,CUST-007,""
EVT-0000763,TKT-00080,2026-03-14T08:34:08,ticket_closed,it_team,IT-004,accepted_first_attempt
EVT-0000764,TKT-00081,2026-03-19T13:33:00,ticket_submitted,customer,CUST-009,channel=portal
EVT-0000765,TKT-00081,2026-03-19T14:33:43,ticket_triaged,it_team,IT-002,category=password_reset; priority=low
EVT-0000766,TKT-00081,2026-03-19T15:31:19,faq_checked,it_team,IT-002,match=False; confidence=0.28
EVT-0000767,TKT-00081,2026-03-19T16:07:36,ticket_escalated,it_team,IT-002,to specialist SP-002; missing_info=True
EVT-0000768,TKT-00081,2026-03-19T20:58:25,specialist_investigation_started,it_specialist,SP-002,""
EVT-0000769,TKT-00081,2026-03-20T02:33:43,specialist_solution_created,it_specialist,SP-002,root_cause=Edge-case in privileged-account reset workflow
EVT-0000770,TKT-00081,2026-03-20T03:05:54,specialist_response_drafted,it_team,IT-002,""
EVT-0000771,TKT-00081,2026-03-20T03:21:05,specialist_response_sent,it_team,IT-002,""
EVT-0000772,TKT-00081,2026-03-20T14:53:38,customer_resolution_accepted,customer,CUST-009,""
EVT-0000773,TKT-00081,2026-03-20T15:16:31,ticket_closed,it_team,IT-002,accepted_first_attempt
EVT-0000774,TKT-00082,2026-03-17T17:06:00,ticket_submitted,customer,CUST-006,channel=email
EVT-0000775,TKT-00082,2026-03-17T21:27:35,ticket_triaged,it_team,IT-002,category=billing_account; priority=urgent
EVT-0000776,TKT-00082,2026-03-17T23:07:31,faq_checked,it_team,IT-002,match=False; confidence=0.17
EVT-0000777,TKT-00082,2026-03-18T00:12:16,ticket_escalated,it_team,IT-002,to specialist SP-010; missing_info=True
EVT-0000778,TKT-00082,2026-03-18T00:50:46,specialist_investigation_started,it_specialist,SP-010,""
EVT-0000779,TKT-00082,2026-03-18T08:52:17,specialist_solution_created,it_specialist,SP-010,root_cause=Tax engine using stale region cache
EVT-0000780,TKT-00082,2026-03-18T08:59:35,specialist_response_drafted,it_team,IT-002,""
EVT-0000781,TKT-00082,2026-03-18T09:29:56,specialist_response_sent,it_team,IT-002,""
EVT-0000782,TKT-00082,2026-03-19T20:08:59,customer_resolution_rejected,customer,CUST-006,Solution applied but symptom persists
EVT-0000783,TKT-00082,2026-03-19T21:40:18,rejection_verified,it_team,IT-002,""
EVT-0000784,TKT-00082,2026-03-19T22:30:24,ticket_reopened,it_team,IT-002,""
EVT-0000785,TKT-00082,2026-03-19T23:51:09,ticket_escalated,it_team,IT-002,to specialist SP-010; reopen=True
EVT-0000786,TKT-00082,2026-03-20T00:50:11,specialist_investigation_started,it_specialist,SP-010,post_reopen
EVT-0000787,TKT-00082,2026-03-20T06:47:47,specialist_solution_created,it_specialist,SP-010,post_reopen
EVT-0000788,TKT-00082,2026-03-20T07:59:11,specialist_response_drafted,it_team,IT-002,post_reopen
EVT-0000789,TKT-00082,2026-03-20T08:15:38,specialist_response_sent,it_team,IT-002,post_reopen
EVT-0000790,TKT-00082,2026-03-21T08:16:41,customer_resolution_rejected,customer,CUST-006,post_reopen
EVT-0000791,TKT-00082,2026-03-21T09:34:02,ticket_closed,it_team,IT-002,closed_unresolved_after_reopen
EVT-0000792,TKT-00083,2026-03-04T09:06:00,ticket_submitted,customer,CUST-007,channel=email
EVT-0000793,TKT-00083,2026-03-04T15:00:20,ticket_triaged,it_team,IT-002,category=data_reporting; priority=medium
EVT-0000794,TKT-00083,2026-03-04T16:32:15,faq_checked,it_team,IT-002,match=False; confidence=0.36
EVT-0000795,TKT-00083,2026-03-04T17:47:45,ticket_escalated,it_team,IT-002,to specialist SP-005; missing_info=False
EVT-0000796,TKT-00083,2026-03-04T23:33:22,specialist_investigation_started,it_specialist,SP-005,""
EVT-0000797,TKT-00083,2026-03-06T16:08:20,specialist_solution_created,it_specialist,SP-005,root_cause=Warehouse job missed scheduled run
EVT-0000798,TKT-00083,2026-03-06T16:51:04,specialist_response_drafted,it_team,IT-002,""
EVT-0000799,TKT-00083,2026-03-06T17:21:04,specialist_response_sent,it_team,IT-002,""
EVT-0000800,TKT-00083,2026-03-09T04:02:58,customer_resolution_accepted,customer,CUST-007,""
EVT-0000801,TKT-00083,2026-03-09T05:21:08,ticket_closed,it_team,IT-002,accepted_first_attempt
EVT-0000802,TKT-00084,2026-01-19T09:56:00,ticket_submitted,customer,CUST-018,channel=portal
EVT-0000803,TKT-00084,2026-01-19T13:14:29,ticket_triaged,it_team,IT-008,category=hardware_issue; priority=medium
EVT-0000804,TKT-00084,2026-01-19T14:42:38,faq_checked,it_team,IT-008,match=True; confidence=0.75
EVT-0000805,TKT-00084,2026-01-19T15:49:21,faq_response_drafted,it_team,IT-008,""
EVT-0000806,TKT-00084,2026-01-19T16:19:07,faq_response_sent,it_team,IT-008,""
EVT-0000807,TKT-00084,2026-01-20T09:39:17,customer_resolution_rejected,customer,CUST-018,Solution applied but symptom persists
EVT-0000808,TKT-00084,2026-01-20T12:19:03,rejection_verified,it_team,IT-008,""
EVT-0000809,TKT-00084,2026-01-20T12:56:01,ticket_reopened,it_team,IT-008,""
EVT-0000810,TKT-00084,2026-01-20T13:19:32,ticket_escalated,it_team,IT-008,to specialist SP-001; reopen=True
EVT-0000811,TKT-00084,2026-01-20T14:35:34,specialist_investigation_started,it_specialist,SP-001,post_reopen
EVT-0000812,TKT-00084,2026-01-21T14:46:14,specialist_solution_created,it_specialist,SP-001,post_reopen
EVT-0000813,TKT-00084,2026-01-21T15:55:23,specialist_response_drafted,it_team,IT-008,post_reopen
EVT-0000814,TKT-00084,2026-01-21T16:11:53,specialist_response_sent,it_team,IT-008,post_reopen
EVT-0000815,TKT-00084,2026-01-23T10:56:48,customer_resolution_accepted,customer,CUST-018,post_reopen
EVT-0000816,TKT-00084,2026-01-23T11:10:50,ticket_closed,it_team,IT-008,accepted_after_reopen
EVT-0000817,TKT-00085,2026-02-26T13:37:00,ticket_submitted,customer,CUST-001,channel=portal
