ticket_id,customer_reply_at,resolution_accepted,customer_feedback_text,rejection_reason,verified_rejection,reopened_flag,closed_at,verified_by_it_member_id,verification_notes,next_action,closure_reason
TKT-00121,2026-01-20T00:40:05,true,Confirmed fixed. Thank you.,"",false,false,2026-01-20T01:14:44,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00122,2026-02-11T00:25:49,true,Confirmed fixed. Thank you.,"",false,false,2026-02-11T02:02:26,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00123,2026-03-22T23:05:17,false,Tried the steps but the problem is still happening.,Steps did not resolve the issue,true,true,"",IT-004,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00123,2026-03-23T14:24:37,false,Not fixed yet — escalated to vendor on our side.,Issue still persists after re-investigation,true,false,2026-03-23T20:42:44,IT-004,IT verified continued failure and closed as unresolved with vendor-side follow-up.,close_unresolved_vendor_followup,unresolved_after_reopen
TKT-00124,2026-03-15T21:25:01,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-15T22:15:14,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00125,2026-02-11T07:09:40,true,"Worked perfectly, thanks!","",false,false,2026-02-11T07:45:01,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00126,2026-01-31T05:37:10,false,Tried the steps but the problem is still happening.,Need different approach,true,false,2026-01-31T10:37:50,IT-006,IT verified rejection but did not reopen because no actionable internal path remained.,close_unresolved,unresolved_no_reopen
TKT-00127,2026-02-13T23:45:01,true,Confirmed fixed. Thank you.,"",false,false,2026-02-14T00:10:22,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00128,2026-02-18T22:26:38,true,"Worked perfectly, thanks!","",false,false,2026-02-18T22:58:27,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00129,2026-02-07T14:30:16,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-07T14:56:30,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00130,2026-02-20T15:50:51,false,Tried the steps but the problem is still happening.,Solution applied but symptom persists,true,true,"",IT-003,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00130,2026-02-23T07:56:05,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-02-23T09:21:27,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00131,2026-03-29T19:12:30,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-29T19:43:58,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00132,2026-03-22T20:50:45,true,All set — appreciate the quick turnaround.,"",false,false,2026-03-22T21:18:50,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00133,2026-01-28T18:03:58,true,Resolved. Closing the loop on our end.,"",false,false,2026-01-28T18:16:18,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00134,2026-02-08T02:51:06,true,Confirmed fixed. Thank you.,"",false,false,2026-02-08T03:38:13,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00135,2026-03-12T07:01:44,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-12T08:39:39,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00136,2026-01-25T12:00:09,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-25T12:25:07,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00137,2026-01-26T10:09:20,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-26T11:13:56,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00138,2026-01-22T03:49:27,true,Confirmed fixed. Thank you.,"",false,false,2026-01-22T04:38:43,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00139,2026-01-24T12:30:57,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-24T14:28:51,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00140,2026-02-26T17:58:03,false,Tried the steps but the problem is still happening.,Solution applied but symptom persists,true,false,2026-02-27T00:27:41,IT-008,IT verified rejection but did not reopen because no actionable internal path remained.,close_unresolved,unresolved_no_reopen
TKT-00141,2026-01-27T12:50:12,false,Tried the steps but the problem is still happening.,Solution applied but symptom persists,true,true,"",IT-007,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00141,2026-01-29T03:57:01,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-01-29T04:54:21,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00142,2026-02-21T18:38:16,true,Resolved. Closing the loop on our end.,"",false,false,2026-02-21T19:06:27,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00143,2026-03-29T03:41:35,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-29T05:20:49,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00144,2026-01-23T00:02:11,true,"Worked perfectly, thanks!","",false,false,2026-01-23T00:26:23,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00145,2026-02-11T04:27:31,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-11T05:18:15,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00146,2026-03-14T06:16:25,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-14T06:25:30,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00147,2026-02-15T05:23:24,false,Tried the steps but the problem is still happening.,Steps did not resolve the issue,true,true,"",IT-007,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00147,2026-02-16T18:11:55,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-02-16T19:27:10,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00148,2026-01-27T02:25:00,true,"Worked perfectly, thanks!","",false,false,2026-01-27T03:43:16,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00149,2026-01-28T10:40:13,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-28T12:13:27,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00150,2026-03-18T22:48:06,true,All set — appreciate the quick turnaround.,"",false,false,2026-03-19T00:01:35,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00151,2026-01-30T21:24:06,true,Confirmed fixed. Thank you.,"",false,false,2026-01-30T23:23:36,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00152,2026-03-14T18:21:18,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-14T19:04:11,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00153,2026-02-23T14:30:30,true,Confirmed fixed. Thank you.,"",false,false,2026-02-23T14:53:09,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00154,2026-01-19T08:04:14,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-19T08:31:33,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00155,2026-03-02T13:37:33,true,"Worked perfectly, thanks!","",false,false,2026-03-02T15:06:49,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00156,2026-01-19T19:44:18,false,Tried the steps but the problem is still happening.,Steps did not resolve the issue,true,true,"",IT-006,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00156,2026-01-21T22:42:46,false,Not fixed yet — escalated to vendor on our side.,Issue still persists after re-investigation,true,false,2026-01-22T04:39:42,IT-006,IT verified continued failure and closed as unresolved with vendor-side follow-up.,close_unresolved_vendor_followup,unresolved_after_reopen
TKT-00157,2026-02-17T03:02:26,true,Resolved. Closing the loop on our end.,"",false,false,2026-02-17T03:55:10,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00158,2026-03-12T12:20:54,true,All set — appreciate the quick turnaround.,"",false,false,2026-03-12T13:48:44,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00159,2026-01-21T00:31:08,true,Confirmed fixed. Thank you.,"",false,false,2026-01-21T02:16:16,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00160,2026-03-07T05:21:11,true,Confirmed fixed. Thank you.,"",false,false,2026-03-07T06:05:04,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00161,2026-01-27T20:58:38,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-27T22:28:04,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00162,2026-01-22T23:33:25,true,Resolved. Closing the loop on our end.,"",false,false,2026-01-23T01:03:50,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00163,2026-02-14T05:09:13,true,Resolved. Closing the loop on our end.,"",false,false,2026-02-14T05:32:43,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00164,2026-02-14T22:41:53,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-14T23:52:41,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00165,2026-02-20T02:09:07,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-20T02:32:26,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00166,2026-02-15T09:22:50,true,"Worked perfectly, thanks!","",false,false,2026-02-15T10:45:57,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00167,2026-02-11T14:37:44,true,Resolved. Closing the loop on our end.,"",false,false,2026-02-11T15:03:44,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00168,2026-04-02T21:48:00,false,Tried the steps but the problem is still happening.,Steps did not resolve the issue,true,false,2026-04-03T01:28:01,IT-007,IT verified rejection but did not reopen because no actionable internal path remained.,close_unresolved,unresolved_no_reopen
TKT-00169,2026-02-23T16:00:47,true,Confirmed fixed. Thank you.,"",false,false,2026-02-23T16:44:48,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00170,2026-03-14T04:24:12,true,"Worked perfectly, thanks!","",false,false,2026-03-14T06:11:06,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00171,2026-01-21T06:26:57,true,Confirmed fixed. Thank you.,"",false,false,2026-01-21T07:29:08,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00172,2026-03-30T21:33:31,true,Confirmed fixed. Thank you.,"",false,false,2026-03-30T21:57:38,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00173,2026-02-21T02:45:36,false,Tried the steps but the problem is still happening.,Solution applied but symptom persists,true,true,"",IT-006,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00173,2026-02-23T12:06:35,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-02-23T12:26:22,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00174,2026-03-20T01:57:39,true,Confirmed fixed. Thank you.,"",false,false,2026-03-20T03:17:46,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00175,2026-03-03T22:07:12,false,Tried the steps but the problem is still happening.,Issue recurred after a few hours,true,true,"",IT-002,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00175,2026-03-05T12:28:13,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-03-05T13:52:23,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00176,2026-04-01T12:46:00,true,All set — appreciate the quick turnaround.,"",false,false,2026-04-01T13:09:45,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00177,2026-01-21T14:46:38,true,Resolved. Closing the loop on our end.,"",false,false,2026-01-21T16:06:32,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00178,2026-02-07T23:30:06,false,Tried the steps but the problem is still happening.,Issue recurred after a few hours,true,false,2026-02-08T02:51:36,IT-008,IT verified rejection but did not reopen because no actionable internal path remained.,close_unresolved,unresolved_no_reopen
TKT-00179,2026-01-22T09:15:01,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-22T09:39:00,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00180,2026-03-29T23:49:05,true,Confirmed fixed. Thank you.,"",false,false,2026-03-30T00:55:04,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00181,2026-03-26T15:29:26,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-26T16:15:37,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00182,2026-02-11T04:19:07,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-11T04:27:21,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00183,2026-02-17T05:28:47,true,"Worked perfectly, thanks!","",false,false,2026-02-17T06:32:14,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00184,2026-02-14T07:42:47,true,Confirmed fixed. Thank you.,"",false,false,2026-02-14T09:25:57,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00185,2026-02-06T18:44:31,true,Resolved. Closing the loop on our end.,"",false,false,2026-02-06T19:17:48,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00186,2026-03-02T00:14:15,true,"Worked perfectly, thanks!","",false,false,2026-03-02T01:35:32,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00187,2026-02-17T11:13:45,false,Tried the steps but the problem is still happening.,Need different approach,true,false,2026-02-17T15:30:39,IT-006,IT verified rejection but did not reopen because no actionable internal path remained.,close_unresolved,unresolved_no_reopen
TKT-00188,2026-02-10T17:09:25,false,Tried the steps but the problem is still happening.,Issue recurred after a few hours,true,false,2026-02-10T22:29:57,IT-007,IT verified rejection but did not reopen because no actionable internal path remained.,close_unresolved,unresolved_no_reopen
TKT-00189,2026-01-20T07:12:12,true,Resolved. Closing the loop on our end.,"",false,false,2026-01-20T08:53:19,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00190,2026-02-19T02:25:12,false,Tried the steps but the problem is still happening.,Steps did not resolve the issue,true,true,"",IT-006,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00190,2026-02-22T14:16:50,false,Not fixed yet — escalated to vendor on our side.,Issue still persists after re-investigation,true,false,2026-02-22T19:48:26,IT-006,IT verified continued failure and closed as unresolved with vendor-side follow-up.,close_unresolved_vendor_followup,unresolved_after_reopen
TKT-00191,2026-03-26T20:24:32,false,Tried the steps but the problem is still happening.,Need different approach,true,true,"",IT-001,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00191,2026-03-29T09:31:34,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-03-29T09:56:56,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00192,2026-04-01T09:15:02,true,All set — appreciate the quick turnaround.,"",false,false,2026-04-01T10:32:22,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00193,2026-03-05T14:31:22,true,Confirmed fixed. Thank you.,"",false,false,2026-03-05T14:55:38,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00194,2026-03-30T10:46:14,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-30T11:55:19,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00195,2026-03-17T16:44:35,true,Confirmed fixed. Thank you.,"",false,false,2026-03-17T17:24:16,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00196,2026-02-25T02:55:37,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-25T04:51:12,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00197,2026-03-14T08:11:07,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-14T08:18:07,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00198,2026-03-25T21:02:36,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-25T21:49:50,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00199,2026-03-05T16:48:51,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-05T18:39:28,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00200,2026-02-20T14:23:27,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-20T15:09:26,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00201,2026-03-09T18:52:07,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-09T20:14:02,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00202,2026-03-23T09:37:24,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-23T10:09:27,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00203,2026-03-28T23:35:17,true,All set — appreciate the quick turnaround.,"",false,false,2026-03-29T01:22:31,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00204,2026-03-02T04:44:08,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-02T05:40:35,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00205,2026-01-29T23:53:33,true,Resolved. Closing the loop on our end.,"",false,false,2026-01-30T00:17:34,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00206,2026-02-03T03:22:09,true,Confirmed fixed. Thank you.,"",false,false,2026-02-03T04:37:36,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00207,2026-02-11T13:33:46,false,Tried the steps but the problem is still happening.,Solution applied but symptom persists,true,true,"",IT-006,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00207,2026-02-13T15:33:02,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-02-13T16:42:55,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00208,2026-01-25T05:45:31,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-25T07:23:17,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00209,2026-04-02T21:41:46,true,Confirmed fixed. Thank you.,"",false,false,2026-04-02T23:38:27,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00210,2026-03-04T13:10:38,false,Tried the steps but the problem is still happening.,Issue recurred after a few hours,true,true,"",IT-008,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00210,2026-03-06T20:48:33,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-03-06T21:47:45,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00211,2026-03-06T00:33:31,true,All set — appreciate the quick turnaround.,"",false,false,2026-03-06T02:07:58,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00212,2026-02-04T18:46:01,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-04T19:40:39,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00213,2026-02-21T12:26:40,true,Resolved. Closing the loop on our end.,"",false,false,2026-02-21T13:43:35,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00214,2026-02-04T20:07:28,true,"Worked perfectly, thanks!","",false,false,2026-02-04T21:30:19,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00215,2026-03-16T06:43:22,false,Tried the steps but the problem is still happening.,Need different approach,true,true,"",IT-004,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00215,2026-03-19T14:05:12,false,Not fixed yet — escalated to vendor on our side.,Issue still persists after re-investigation,true,false,2026-03-19T15:46:31,IT-004,IT verified continued failure and closed as unresolved with vendor-side follow-up.,close_unresolved_vendor_followup,unresolved_after_reopen
TKT-00216,2026-02-17T01:44:03,true,Resolved. Closing the loop on our end.,"",false,false,2026-02-17T03:26:01,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00217,2026-03-29T00:29:13,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-29T01:36:20,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00218,2026-03-14T13:46:03,false,Tried the steps but the problem is still happening.,Solution applied but symptom persists,true,true,"",IT-007,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00218,2026-03-17T12:20:27,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-03-17T12:52:24,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00219,2026-03-28T16:50:31,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-28T17:43:05,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00220,2026-02-25T10:56:03,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-25T12:07:02,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00221,2026-03-05T23:13:32,true,All set — appreciate the quick turnaround.,"",false,false,2026-03-06T00:17:50,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00222,2026-01-22T01:09:41,true,"Worked perfectly, thanks!","",false,false,2026-01-22T01:20:27,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00223,2026-02-20T10:30:31,true,"Worked perfectly, thanks!","",false,false,2026-02-20T12:21:56,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00224,2026-01-29T13:26:30,true,Resolved. Closing the loop on our end.,"",false,false,2026-01-29T15:17:23,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00225,2026-02-05T03:20:50,true,Resolved. Closing the loop on our end.,"",false,false,2026-02-05T05:06:05,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00226,2026-03-23T05:47:27,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-23T06:56:49,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00227,2026-01-31T22:20:34,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-31T23:50:57,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00228,2026-03-20T15:35:05,true,"Worked perfectly, thanks!","",false,false,2026-03-20T15:42:19,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00229,2026-02-16T19:33:02,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-16T20:22:48,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00230,2026-02-11T06:28:41,false,Tried the steps but the problem is still happening.,Issue recurred after a few hours,true,true,"",IT-003,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00230,2026-02-14T00:22:42,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-02-14T02:16:22,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00231,2026-03-07T23:23:29,false,Tried the steps but the problem is still happening.,Solution applied but symptom persists,true,true,"",IT-008,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00231,2026-03-10T08:56:22,false,Not fixed yet — escalated to vendor on our side.,Issue still persists after re-investigation,true,false,2026-03-10T14:04:14,IT-008,IT verified continued failure and closed as unresolved with vendor-side follow-up.,close_unresolved_vendor_followup,unresolved_after_reopen
TKT-00232,2026-03-06T17:52:44,true,All set — appreciate the quick turnaround.,"",false,false,2026-03-06T18:31:03,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00233,2026-01-29T12:42:10,true,All set — appreciate the quick turnaround.,"",false,false,2026-01-29T13:29:56,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00234,2026-03-23T01:37:24,true,All set — appreciate the quick turnaround.,"",false,false,2026-03-23T03:20:27,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00235,2026-02-05T20:02:17,false,Tried the steps but the problem is still happening.,Steps did not resolve the issue,true,true,"",IT-002,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00235,2026-02-10T01:50:49,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-02-10T02:09:22,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00236,2026-03-16T17:57:10,true,Resolved. Closing the loop on our end.,"",false,false,2026-03-16T19:31:44,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00237,2026-02-28T15:37:15,false,Tried the steps but the problem is still happening.,Issue recurred after a few hours,true,true,"",IT-002,IT reviewed the customer's reply and confirmed the symptom is still in scope.,reopen_and_escalate,pending_reopened_review
TKT-00237,2026-03-02T08:17:24,true,Confirmed fixed after the deeper investigation. Thanks for the persistence.,"",false,false,2026-03-02T08:43:16,"",Customer confirmed resolution after reopened specialist review.,close_ticket,accepted_after_reopen
TKT-00238,2026-03-08T15:25:41,true,Confirmed fixed. Thank you.,"",false,false,2026-03-08T16:29:25,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00239,2026-02-13T08:45:48,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-13T10:13:32,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00240,2026-02-20T16:36:16,true,Resolved. Closing the loop on our end.,"",false,false,2026-02-20T17:08:44,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00241,2026-02-19T16:26:59,true,Confirmed fixed. Thank you.,"",false,false,2026-02-19T17:27:58,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00242,2026-02-17T22:21:14,true,All set — appreciate the quick turnaround.,"",false,false,2026-02-17T22:41:19,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
TKT-00243,2026-03-21T06:19:49,true,All set — appreciate the quick turnaround.,"",false,false,2026-03-21T07:44:11,"",Customer confirmed resolution; no rejection verification needed.,close_ticket,accepted_by_customer
